"QuarterEnding","HBT","HBTQF","PatientType","Specialty","SpecialtyQF","LessThan4WeekWait","LessThan4WeekWaitQF","4To8WeekWait","4To8WeekWaitQF","8To12WeekWait","8To12WeekWaitQF","12To16WeekWait","12To16WeekWaitQF","16To20WeekWait","16To20WeekWaitQF","20To24WeekWait","20To24WeekWaitQF","24To28WeekWait","24To28WeekWaitQF","28To32WeekWait","28To32WeekWaitQF","32To36WeekWait","32To36WeekWaitQF","36To40WeekWait","36To40WeekWaitQF","40To44WeekWait","40To44WeekWaitQF","44To48WeekWait","44To48WeekWaitQF","48To52WeekWait","48To52WeekWaitQF","52To65WeekWait","52To65WeekWaitQF","65To78WeekWait","65To78WeekWaitQF","78To91WeekWait","78To91WeekWaitQF","91To104WeekWait","91To104WeekWaitQF","Over104WeekWait","Over104WeekWaitQF"
"20141231","S08000031",,"New Outpatient","C11",,4425,,2711,,3436,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20151231","S08000031",,"New Outpatient","C11",,3382,,3123,,3090,,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20161231","S08000031",,"New Outpatient","C11",,3845,,1541,,2347,,184,,411,,445,,40,,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20171231","S08000031",,"New Outpatient","C11",,3842,,1695,,1532,,212,,454,,259,,80,,67,,574,,260,,28,,6,,1,,0,,0,,0,,0,,0,
"20181231","S08000031",,"New Outpatient","C11",,3807,,1874,,1627,,221,,305,,992,,232,,100,,77,,164,,43,,10,,1,,3,,0,,0,,0,,0,
"20191231","S08000031",,"New Outpatient","C11",,4322,,1513,,1236,,396,,248,,743,,276,,187,,68,,142,,70,,3,,0,,0,,0,,0,,0,,0,
"20201231","S08000031",,"New Outpatient","C11",,5053,,1254,,436,,172,,132,,78,,62,,66,,66,,35,,29,,23,,44,,182,,147,,0,,0,,0,
"20211231","S08000031",,"New Outpatient","C11",,5001,,1548,,550,,400,,225,,157,,93,,44,,30,,36,,38,,61,,36,,64,,159,,271,,40,,1,
"20221231","S08000031",,"New Outpatient","C11",,4957,,1340,,304,,115,,143,,225,,275,,226,,200,,72,,87,,112,,108,,504,,33,,0,,0,,1,
"20130630","S08000031",,"New Outpatient","C12",,192,,421,,346,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20140630","S08000031",,"New Outpatient","C12",,239,,722,,215,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20150630","S08000031",,"New Outpatient","C12",,507,,539,,70,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160630","S08000031",,"New Outpatient","C12",,230,,525,,360,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20170630","S08000031",,"New Outpatient","C12",,173,,130,,737,,3,,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20180630","S08000031",,"New Outpatient","C12",,295,,613,,179,,0,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20190630","S08000031",,"New Outpatient","C12",,222,,76,,717,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20200630","S08000031",,"New Outpatient","C12",,47,,3,,2,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20210630","S08000031",,"New Outpatient","C12",,117,,179,,37,,4,,11,,12,,21,,16,,12,,20,,8,,3,,0,,1,,0,,0,,0,,0,
"20220630","S08000031",,"New Outpatient","C12",,209,,75,,40,,63,,176,,137,,40,,13,,4,,1,,2,,1,,0,,1,,0,,0,,0,,0,
"20130930","S08000031",,"New Outpatient","C12",,191,,237,,733,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20140930","S08000031",,"New Outpatient","C12",,179,,312,,815,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20150930","S08000031",,"New Outpatient","C12",,191,,326,,623,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160930","S08000031",,"New Outpatient","C12",,167,,273,,668,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20170930","S08000031",,"New Outpatient","C12",,95,,99,,849,,38,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20180930","S08000031",,"New Outpatient","C12",,176,,242,,523,,11,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20190930","S08000031",,"New Outpatient","C12",,297,,294,,781,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20200930","S08000031",,"New Outpatient","C12",,91,,22,,9,,8,,14,,26,,55,,7,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20210930","S08000031",,"New Outpatient","C12",,202,,57,,43,,67,,53,,54,,125,,33,,40,,30,,19,,7,,2,,1,,0,,0,,0,,0,
"20220930","S08000031",,"New Outpatient","C12",,208,,53,,36,,48,,100,,237,,30,,7,,3,,0,,1,,0,,1,,0,,0,,0,,0,,0,
"20130331","S08000031",,"New Outpatient","C12",,270,,473,,237,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20140331","S08000031",,"New Outpatient","C12",,250,,554,,449,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20150331","S08000031",,"New Outpatient","C12",,457,,576,,349,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160331","S08000031",,"New Outpatient","C12",,208,,532,,458,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20170331","S08000031",,"New Outpatient","C12",,209,,150,,839,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20180331","S08000031",,"New Outpatient","C12",,218,,357,,519,,2,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20190331","S08000031",,"New Outpatient","C12",,245,,91,,652,,3,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20200331","S08000031",,"New Outpatient","C12",,619,,26,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20210331","S08000031",,"New Outpatient","C12",,122,,124,,67,,33,,47,,59,,46,,14,,7,,2,,3,,0,,0,,0,,0,,0,,0,,0,
"20220331","S08000031",,"New Outpatient","C12",,218,,43,,33,,67,,131,,285,,25,,21,,6,,4,,1,,1,,1,,0,,0,,0,,0,,0,
"20230331","S08000031",,"New Outpatient","C12",,201,,97,,23,,16,,83,,419,,52,,17,,7,,1,,0,,0,,0,,0,,0,,0,,0,,0,
"20121231","S08000031",,"New Outpatient","C12",,185,,206,,681,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20131231","S08000031",,"New Outpatient","C12",,198,,346,,867,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20141231","S08000031",,"New Outpatient","C12",,219,,162,,969,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20151231","S08000031",,"New Outpatient","C12",,202,,256,,841,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20161231","S08000031",,"New Outpatient","C12",,168,,138,,853,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20171231","S08000031",,"New Outpatient","C12",,138,,182,,826,,19,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20181231","S08000031",,"New Outpatient","C12",,225,,138,,575,,272,,12,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20191231","S08000031",,"New Outpatient","C12",,643,,460,,13,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20201231","S08000031",,"New Outpatient","C12",,125,,58,,34,,38,,67,,81,,80,,70,,28,,5,,1,,0,,0,,0,,0,,0,,0,,0,
"20211231","S08000031",,"New Outpatient","C12",,238,,64,,30,,44,,116,,225,,131,,18,,8,,2,,3,,1,,1,,0,,0,,0,,0,,0,
"20221231","S08000031",,"New Outpatient","C12",,250,,45,,18,,21,,60,,399,,37,,6,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,
"20130630","S08000031",,"New Outpatient","C13",,429,,161,,37,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20140630","S08000031",,"New Outpatient","C13",,525,,242,,30,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20150630","S08000031",,"New Outpatient","C13",,409,,160,,122,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160630","S08000031",,"New Outpatient","C13",,490,,119,,105,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20170630","S08000031",,"New Outpatient","C13",,507,,128,,69,,5,,0,,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20180630","S08000031",,"New Outpatient","C13",,658,,127,,58,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,
"20190630","S08000031",,"New Outpatient","C13",,318,,241,,90,,6,,0,,5,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20200630","S08000031",,"New Outpatient","C13",,241,,50,,46,,29,,11,,10,,12,,10,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20210630","S08000031",,"New Outpatient","C13",,413,,108,,24,,13,,8,,24,,31,,16,,9,,8,,5,,0,,0,,5,,2,,2,,0,,6,
"20220630","S08000031",,"New Outpatient","C13",,411,,86,,34,,24,,7,,13,,29,,14,,9,,14,,15,,16,,25,,6,,0,,0,,0,,0,
"20130930","S08000031",,"New Outpatient","C13",,391,,143,,53,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20140930","S08000031",,"New Outpatient","C13",,453,,202,,77,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20150930","S08000031",,"New Outpatient","C13",,473,,150,,159,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160930","S08000031",,"New Outpatient","C13",,504,,133,,142,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20170930","S08000031",,"New Outpatient","C13",,590,,161,,88,,3,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20180930","S08000031",,"New Outpatient","C13",,616,,132,,63,,15,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20190930","S08000031",,"New Outpatient","C13",,256,,379,,60,,21,,1,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,2,,0,,0,
"20200930","S08000031",,"New Outpatient","C13",,386,,34,,17,,17,,18,,18,,29,,69,,43,,19,,1,,0,,0,,0,,0,,0,,0,,0,
"20210930","S08000031",,"New Outpatient","C13",,421,,114,,22,,8,,5,,17,,36,,8,,12,,3,,6,,1,,0,,0,,0,,0,,0,,0,
"20220930","S08000031",,"New Outpatient","C13",,360,,87,,22,,36,,10,,7,,21,,25,,7,,4,,5,,6,,3,,13,,0,,0,,0,,0,
"20130331","S08000031",,"New Outpatient","C13",,434,,203,,15,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20140331","S08000031",,"New Outpatient","C13",,579,,94,,28,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20150331","S08000031",,"New Outpatient","C13",,386,,198,,95,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160331","S08000031",,"New Outpatient","C13",,449,,131,,169,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20170331","S08000031",,"New Outpatient","C13",,527,,114,,56,,4,,0,,1,,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20180331","S08000031",,"New Outpatient","C13",,619,,126,,81,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20190331","S08000031",,"New Outpatient","C13",,631,,161,,59,,9,,4,,3,,0,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20200331","S08000031",,"New Outpatient","C13",,443,,124,,37,,16,,15,,11,,2,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20210331","S08000031",,"New Outpatient","C13",,428,,71,,24,,7,,13,,26,,36,,10,,3,,5,,7,,8,,4,,4,,0,,0,,0,,0,
"20220331","S08000031",,"New Outpatient","C13",,424,,77,,46,,14,,13,,23,,9,,8,,13,,18,,15,,22,,21,,6,,0,,0,,0,,0,
"20230331","S08000031",,"New Outpatient","C13",,395,,70,,32,,24,,20,,21,,7,,7,,4,,8,,31,,20,,2,,3,,0,,5,,0,,0,
"20121231","S08000031",,"New Outpatient","C13",,465,,162,,49,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20131231","S08000031",,"New Outpatient","C13",,472,,92,,19,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20141231","S08000031",,"New Outpatient","C13",,405,,242,,53,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20151231","S08000031",,"New Outpatient","C13",,539,,141,,172,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20161231","S08000031",,"New Outpatient","C13",,554,,133,,114,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20171231","S08000031",,"New Outpatient","C13",,657,,135,,79,,2,,0,,2,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20181231","S08000031",,"New Outpatient","C13",,605,,179,,45,,8,,3,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20191231","S08000031",,"New Outpatient","C13",,539,,129,,55,,39,,5,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20201231","S08000031",,"New Outpatient","C13",,372,,53,,25,,13,,0,,3,,10,,21,,27,,13,,8,,9,,3,,1,,0,,0,,0,,0,
"20211231","S08000031",,"New Outpatient","C13",,381,,76,,20,,6,,3,,11,,23,,15,,13,,12,,11,,11,,3,,2,,0,,0,,0,,0,
"20221231","S08000031",,"New Outpatient","C13",,366,,81,,32,,32,,15,,5,,2,,11,,9,,8,,4,,3,,5,,3,,2,,0,,0,,0,
"20170630","S08000031",,"New Outpatient","C2",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20190630","S08000031",,"New Outpatient","C2",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20200630","S08000031",,"New Outpatient","C2",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20210630","S08000031",,"New Outpatient","C2",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20140930","S08000031",,"New Outpatient","C2",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20180930","S08000031",,"New Outpatient","C2",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20190930","S08000031",,"New Outpatient","C2",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20200930","S08000031",,"New Outpatient","C2",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20190331","S08000031",,"New Outpatient","C2",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20200331","S08000031",,"New Outpatient","C2",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20210331","S08000031",,"New Outpatient","C2",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20181231","S08000031",,"New Outpatient","C2",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20191231","S08000031",,"New Outpatient","C2",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20201231","S08000031",,"New Outpatient","C2",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20130630","S08000031",,"New Outpatient","C3",,20,,68,,129,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20210630","S08000031",,"New Outpatient","C3",,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20130331","S08000031",,"New Outpatient","C3",,48,,159,,168,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20230331","S08000031",,"New Outpatient","C3",,12,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20121231","S08000031",,"New Outpatient","C3",,47,,241,,93,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20211231","S08000031",,"New Outpatient","C3",,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20130630","S08000031",,"New Outpatient","C31",,25,,193,,431,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20140630","S08000031",,"New Outpatient","C31",,79,,266,,650,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20150630","S08000031",,"New Outpatient","C31",,66,,201,,622,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160630","S08000031",,"New Outpatient","C31",,37,,14,,39,,101,,132,,65,,7,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20170630","S08000031",,"New Outpatient","C31",,32,,84,,134,,118,,300,,63,,47,,14,,11,,1,,1,,1,,0,,0,,0,,0,,0,,0,
"20180630","S08000031",,"New Outpatient","C31",,74,,124,,170,,152,,241,,154,,30,,3,,1,,2,,0,,0,,0,,0,,0,,0,,0,,0,
"20190630","S08000031",,"New Outpatient","C31",,26,,68,,68,,67,,57,,410,,119,,18,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,
"20200630","S08000031",,"New Outpatient","C31",,1,,0,,2,,3,,6,,6,,4,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20210630","S08000031",,"New Outpatient","C31",,334,,164,,72,,43,,40,,27,,16,,9,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20220630","S08000031",,"New Outpatient","C31",,254,,192,,94,,23,,7,,12,,1,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20130930","S08000031",,"New Outpatient","C31",,74,,218,,649,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20140930","S08000031",,"New Outpatient","C31",,41,,205,,669,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20150930","S08000031",,"New Outpatient","C31",,42,,139,,754,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160930","S08000031",,"New Outpatient","C31",,22,,29,,34,,38,,215,,341,,114,,32,,13,,1,,0,,0,,0,,0,,0,,0,,0,,0,
"20170930","S08000031",,"New Outpatient","C31",,28,,67,,144,,101,,220,,204,,36,,11,,3,,2,,0,,0,,0,,0,,0,,0,,0,,0,
"20180930","S08000031",,"New Outpatient","C31",,42,,110,,104,,248,,271,,37,,16,,1,,2,,0,,1,,0,,0,,0,,0,,0,,0,,0,
"20190930","S08000031",,"New Outpatient","C31",,44,,99,,31,,15,,88,,341,,142,,34,,11,,1,,0,,0,,0,,0,,0,,0,,0,,0,
"20200930","S08000031",,"New Outpatient","C31",,16,,10,,9,,0,,9,,7,,7,,5,,11,,8,,29,,17,,16,,8,,2,,0,,0,,0,
"20210930","S08000031",,"New Outpatient","C31",,104,,258,,115,,22,,6,,6,,0,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20220930","S08000031",,"New Outpatient","C31",,104,,372,,81,,22,,6,,3,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20130331","S08000031",,"New Outpatient","C31",,33,,146,,268,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20140331","S08000031",,"New Outpatient","C31",,77,,221,,612,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20150331","S08000031",,"New Outpatient","C31",,82,,206,,657,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160331","S08000031",,"New Outpatient","C31",,68,,53,,232,,136,,287,,32,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20170331","S08000031",,"New Outpatient","C31",,34,,59,,151,,162,,198,,243,,42,,28,,5,,1,,1,,0,,0,,0,,0,,0,,0,,0,
"20180331","S08000031",,"New Outpatient","C31",,74,,140,,161,,218,,209,,48,,27,,10,,4,,2,,0,,0,,0,,0,,0,,0,,0,,0,
"20190331","S08000031",,"New Outpatient","C31",,37,,90,,62,,39,,164,,424,,46,,13,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20200331","S08000031",,"New Outpatient","C31",,55,,81,,87,,103,,150,,267,,73,,29,,17,,14,,11,,3,,0,,0,,0,,0,,0,,0,
"20210331","S08000031",,"New Outpatient","C31",,420,,94,,67,,42,,39,,44,,34,,17,,6,,6,,9,,10,,11,,6,,0,,0,,0,,0,
"20220331","S08000031",,"New Outpatient","C31",,224,,193,,80,,55,,40,,27,,8,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20230331","S08000031",,"New Outpatient","C31",,84,,417,,76,,52,,16,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20121231","S08000031",,"New Outpatient","C31",,29,,138,,323,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20131231","S08000031",,"New Outpatient","C31",,106,,258,,556,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20141231","S08000031",,"New Outpatient","C31",,52,,274,,687,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20151231","S08000031",,"New Outpatient","C31",,38,,69,,605,,16,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20161231","S08000031",,"New Outpatient","C31",,15,,39,,62,,144,,194,,361,,36,,24,,3,,2,,2,,0,,0,,0,,0,,0,,0,,0,
"20171231","S08000031",,"New Outpatient","C31",,64,,79,,170,,192,,302,,63,,30,,11,,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20181231","S08000031",,"New Outpatient","C31",,43,,96,,62,,131,,377,,52,,15,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20191231","S08000031",,"New Outpatient","C31",,69,,117,,35,,60,,191,,266,,190,,41,,51,,27,,2,,0,,0,,0,,0,,0,,0,,0,
"20201231","S08000031",,"New Outpatient","C31",,246,,34,,13,,15,,4,,6,,1,,3,,25,,97,,139,,31,,6,,12,,2,,1,,0,,0,
"20211231","S08000031",,"New Outpatient","C31",,216,,243,,65,,52,,47,,13,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20221231","S08000031",,"New Outpatient","C31",,110,,369,,102,,21,,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20130630","S08000031",,"New Outpatient","C4",,24,,12,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20140630","S08000031",,"New Outpatient","C4",,19,,4,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20150630","S08000031",,"New Outpatient","C4",,6,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160630","S08000031",,"New Outpatient","C4",,20,,4,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20170630","S08000031",,"New Outpatient","C4",,8,,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20180630","S08000031",,"New Outpatient","C4",,19,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20190630","S08000031",,"New Outpatient","C4",,14,,7,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20210630","S08000031",,"New Outpatient","C4",,6,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20220630","S08000031",,"New Outpatient","C4",,6,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20130930","S08000031",,"New Outpatient","C4",,18,,6,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20140930","S08000031",,"New Outpatient","C4",,18,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20150930","S08000031",,"New Outpatient","C4",,19,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160930","S08000031",,"New Outpatient","C4",,5,,18,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20170930","S08000031",,"New Outpatient","C4",,9,,9,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20180930","S08000031",,"New Outpatient","C4",,35,,2,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20190930","S08000031",,"New Outpatient","C4",,7,,8,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20200930","S08000031",,"New Outpatient","C4",,9,,1,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
