"Month","Country","HBT","TreatmentLocation","DepartmentType","NumberOfAttendancesAll","NumberWithin4HoursAll","NumberOver4HoursAll","PercentageWithin4HoursAll","NumberOfAttendancesEpisode","NumberOfAttendancesEpisodeQF","NumberWithin4HoursEpisode","NumberWithin4HoursEpisodeQF","NumberOver4HoursEpisode","NumberOver4HoursEpisodeQF","PercentageWithin4HoursEpisode","PercentageWithin4HoursEpisodeQF","NumberOver8HoursEpisode","NumberOver8HoursEpisodeQF","PercentageOver8HoursEpisode","PercentageOver8HoursEpisodeQF","NumberOver12HoursEpisode","NumberOver12HoursEpisodeQF","PercentageOver12HoursEpisode","PercentageOver12HoursEpisodeQF"
"201903","S92000003","S08000016","B118H","Minor Injury Unit or Other",45,45,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201903","S92000003","S08000016","B120H","Emergency Department",2560,2471,89,96.5,2560,"",2471,"",89,"",96.5,"",6,"",0.2,"",1,"",0,""
"201903","S92000003","S08000017","Y101H","Minor Injury Unit or Other",18,18,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201903","S92000003","S08000017","Y106H","Minor Injury Unit or Other",32,32,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201903","S92000003","S08000017","Y110H","Minor Injury Unit or Other",20,19,1,95,20,"",19,"",1,"",95,"",0,"",0,"",0,"",0,""
"201903","S92000003","S08000017","Y144H","Emergency Department",992,934,58,94.2,992,"",934,"",58,"",94.2,"",4,"",0.4,"",0,"",0,""
"201903","S92000003","S08000017","Y146H","Emergency Department",2742,2545,197,92.8,2742,"",2545,"",197,"",92.8,"",19,"",0.7,"",5,"",0.2,""
"201903","S92000003","S08000029","F704H","Emergency Department",5794,5365,429,92.6,5794,"",5365,"",429,"",92.6,"",12,"",0.2,"",0,"",0,""
"201903","S92000003","S08000029","F708H","Minor Injury Unit or Other",147,146,1,99.3,147,"",146,"",1,"",99.3,"",0,"",0,"",0,"",0,""
"201903","S92000003","S08000029","F709H","Minor Injury Unit or Other",264,264,0,100,264,"",264,"",0,"",100,"",0,"",0,"",0,"",0,""
"201903","S92000003","S08000029","F805H","Minor Injury Unit or Other",1726,1723,3,99.8,1726,"",1723,"",3,"",99.8,"",1,"",0.1,"",1,"",0.1,""
"201903","S92000003","S08000019","V201H","Minor Injury Unit or Other",1757,1757,0,100,1757,"",1757,"",0,"",100,"",0,"",0,"",0,"",0,""
"201903","S92000003","S08000019","V217H","Emergency Department",5656,5341,315,94.4,5656,"",5341,"",315,"",94.4,"",13,"",0.2,"",2,"",0,""
"201903","S92000003","S08000020","N101H","Emergency Department",5132,4632,500,90.3,5132,"",4632,"",500,"",90.3,"",22,"",0.4,"",3,"",0.1,""
"201903","S92000003","S08000020","N121H","Emergency Department",1591,1583,8,99.5,1591,"",1583,"",8,"",99.5,"",0,"",0,"",0,"",0,""
"201903","S92000003","S08000020","N151H","Minor Injury Unit or Other",84,84,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201903","S92000003","S08000020","N332H","Minor Injury Unit or Other",31,31,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201903","S92000003","S08000020","N333H","Minor Injury Unit or Other",1336,1335,1,99.9,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201903","S92000003","S08000020","N334H","Minor Injury Unit or Other",646,646,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201903","S92000003","S08000020","N335H","Minor Injury Unit or Other",240,239,1,99.6,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201903","S92000003","S08000020","N336H","Minor Injury Unit or Other",140,140,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201903","S92000003","S08000020","N337H","Minor Injury Unit or Other",267,256,11,95.9,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201903","S92000003","S08000020","N411H","Emergency Department",2102,2000,102,95.1,2102,"",2000,"",102,"",95.1,"",4,"",0.2,"",0,"",0,""
"201903","S92000003","S08000020","N431H","Minor Injury Unit or Other",52,52,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201903","S92000003","S08000020","N432H","Minor Injury Unit or Other",11,11,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201903","S92000003","S08000020","N433H","Minor Injury Unit or Other",85,85,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201903","S92000003","S08000020","N451H","Minor Injury Unit or Other",13,13,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201903","S92000003","S08000020","N494H","Minor Injury Unit or Other",104,104,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201903","S92000003","S08000020","N683C","Minor Injury Unit or Other",37,37,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201903","S92000003","S08000031","C206H","Minor Injury Unit or Other",1607,1569,38,97.6,1607,"",1569,"",38,"",97.6,"",1,"",0.1,"",0,"",0,""
"201903","S92000003","S08000031","C313H","Emergency Department",2731,2428,303,88.9,2731,"",2428,"",303,"",88.9,"",18,"",0.7,"",0,"",0,""
"201903","S92000003","S08000031","C418H","Emergency Department",5655,5100,555,90.2,5655,"",5100,"",555,"",90.2,"",56,"",1,"",0,"",0,""
"201903","S92000003","S08000031","G107H","Emergency Department",8290,6717,1573,81,8290,"",6717,"",1573,"",81,"",50,"",0.6,"",0,"",0,""
"201903","S92000003","S08000031","G207H","Minor Injury Unit or Other",1912,1877,35,98.2,1912,"",1877,"",35,"",98.2,"",0,"",0,"",0,"",0,""
"201903","S92000003","S08000031","G306H","Minor Injury Unit or Other",3062,3061,1,100,3062,"",3061,"",1,"",100,"",0,"",0,"",0,"",0,""
"201903","S92000003","S08000031","G405H","Emergency Department",8845,7356,1489,83.2,8845,"",7356,"",1489,"",83.2,"",36,"",0.4,"",1,"",0,""
"201903","S92000003","S08000031","G513H","Emergency Department",6171,5910,261,95.8,6171,"",5910,"",261,"",95.8,"",0,"",0,"",0,"",0,""
"201903","S92000003","S08000022","C106H","Minor Injury Unit or Other",701,694,7,99,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201903","S92000003","S08000022","C108H","Minor Injury Unit or Other",99,99,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201903","S92000003","S08000022","C113H","Minor Injury Unit or Other",381,370,11,97.1,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201903","S92000003","S08000022","C121H","Emergency Department",663,643,20,97,663,"",643,"",20,"",97,"",1,"",0.2,"",0,"",0,""
"201903","S92000003","S08000022","C122H","Minor Injury Unit or Other",573,572,1,99.8,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201903","S92000003","S08000022","H101H","Minor Injury Unit or Other",142,142,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201903","S92000003","S08000022","H103H","Emergency Department",717,651,66,90.8,717,"",651,"",66,"",90.8,"",12,"",1.7,"",3,"",0.4,""
"201903","S92000003","S08000022","H106H","Minor Injury Unit or Other",47,47,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201903","S92000003","S08000022","H202H","Emergency Department",2955,2780,175,94.1,2955,"",2780,"",175,"",94.1,"",4,"",0.1,"",0,"",0,""
"201903","S92000003","S08000022","H208H","Minor Injury Unit or Other",340,340,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201903","S92000003","S08000022","H210H","Minor Injury Unit or Other",47,47,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201903","S92000003","S08000022","H212H","Emergency Department",739,709,30,95.9,739,"",709,"",30,"",95.9,"",2,"",0.3,"",0,"",0,""
"201903","S92000003","S08000022","H214H","Minor Injury Unit or Other",396,394,2,99.5,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201903","S92000003","S08000022","H215H","Minor Injury Unit or Other",175,175,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201903","S92000003","S08000022","H219H","Minor Injury Unit or Other",164,164,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201903","S92000003","S08000022","H224H","Minor Injury Unit or Other",409,404,5,98.8,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201903","S92000003","S08000022","H227B","Minor Injury Unit or Other",119,119,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201903","S92000003","S08000022","H227H","Minor Injury Unit or Other",86,86,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201903","S92000003","S08000032","L106H","Emergency Department",6074,5748,326,94.6,6074,"",5748,"",326,"",94.6,"",14,"",0.2,"",2,"",0,""
"201903","S92000003","S08000032","L206H","Minor Injury Unit or Other",62,62,0,100,62,"",62,"",0,"",100,"",0,"",0,"",0,"",0,""
"201903","S92000003","S08000032","L207H","Minor Injury Unit or Other",31,31,0,100,31,"",31,"",0,"",100,"",0,"",0,"",0,"",0,""
"201903","S92000003","S08000032","L302H","Emergency Department",5642,5062,580,89.7,5642,"",5062,"",580,"",89.7,"",77,"",1.4,"",23,"",0.4,""
"201903","S92000003","S08000032","L308H","Emergency Department",6281,5687,594,90.5,6281,"",5687,"",594,"",90.5,"",67,"",1.1,"",4,"",0.1,""
"201903","S92000003","S08000024","S108H","Minor Injury Unit or Other",135,135,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201903","S92000003","S08000024","S116H","Minor Injury Unit or Other",4140,3733,407,90.2,4140,"",3733,"",407,"",90.2,"",24,"",0.6,"",5,"",0.1,""
"201903","S92000003","S08000024","S308H","Emergency Department",5000,4602,398,92,5000,"",4602,"",398,"",92,"",23,"",0.5,"",4,"",0.1,""
"201903","S92000003","S08000024","S314H","Emergency Department",10425,8588,1837,82.4,10425,"",8588,"",1837,"",82.4,"",202,"",1.9,"",52,"",0.5,""
"201903","S92000003","S08000024","S319H","Emergency Department",4705,4339,366,92.2,4705,"",4339,"",366,"",92.2,"",14,"",0.3,"",0,"",0,""
"201903","S92000003","S08000025","R103H","Emergency Department",552,517,35,93.7,552,"",517,"",35,"",93.7,"",2,"",0.4,"",0,"",0,""
"201903","S92000003","S08000026","Z102H","Emergency Department",668,648,20,97,668,"",648,"",20,"",97,"",0,"",0,"",0,"",0,""
"201903","S92000003","S08000030","T101H","Emergency Department",4526,4282,244,94.6,4526,"",4282,"",244,"",94.6,"",3,"",0.1,"",0,"",0,""
"201903","S92000003","S08000030","T202H","Emergency Department",2174,2072,102,95.3,2174,"",2072,"",102,"",95.3,"",2,"",0.1,"",0,"",0,""
"201903","S92000003","S08000030","T205H","Minor Injury Unit or Other",25,25,0,100,25,"",25,"",0,"",100,"",0,"",0,"",0,"",0,""
"201903","S92000003","S08000030","T209H","Minor Injury Unit or Other",270,269,1,99.6,270,"",269,"",1,"",99.6,"",0,"",0,"",0,"",0,""
"201903","S92000003","S08000030","T304H","Minor Injury Unit or Other",1347,1346,1,99.9,1347,"",1346,"",1,"",99.9,"",0,"",0,"",0,"",0,""
"201903","S92000003","S08000030","T305H","Minor Injury Unit or Other",83,83,0,100,83,"",83,"",0,"",100,"",0,"",0,"",0,"",0,""
"201903","S92000003","S08000030","T316H","Minor Injury Unit or Other",66,66,0,100,66,"",66,"",0,"",100,"",0,"",0,"",0,"",0,""
"201903","S92000003","S08000030","T319H","Minor Injury Unit or Other",459,459,0,100,459,"",459,"",0,"",100,"",0,"",0,"",0,"",0,""
"201903","S92000003","S08000030","T320H","Minor Injury Unit or Other",78,78,0,100,78,"",78,"",0,"",100,"",0,"",0,"",0,"",0,""
"201903","S92000003","S08000030","T357C","Minor Injury Unit or Other",250,250,0,100,250,"",250,"",0,"",100,"",0,"",0,"",0,"",0,""
"201903","S92000003","S08000028","W106H","Minor Injury Unit or Other",56,56,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201903","S92000003","S08000028","W107H","Emergency Department",561,551,10,98.2,561,"",551,"",10,"",98.2,"",0,"",0,"",0,"",0,""
"201903","S92000003","S08000028","W108H","Minor Injury Unit or Other",155,155,0,100,155,"",155,"",0,"",100,"",0,"",0,"",0,"",0,""
"201904","S92000003","S08000015","A101H","Minor Injury Unit or Other",275,269,6,97.8,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201904","S92000003","S08000015","A110H","Minor Injury Unit or Other",52,52,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201904","S92000003","S08000015","A111H","Emergency Department",6382,5665,717,88.8,6382,"",5665,"",717,"",88.8,"",218,"",3.4,"",85,"",1.3,""
"201904","S92000003","S08000015","A210H","Emergency Department",3445,2884,561,83.7,3445,"",2884,"",561,"",83.7,"",171,"",5,"",51,"",1.5,""
"201904","S92000003","S08000015","A216H","Minor Injury Unit or Other",77,77,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201904","S92000003","S08000016","B103H","Minor Injury Unit or Other",10,10,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201904","S92000003","S08000016","B105H","Minor Injury Unit or Other",77,77,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201904","S92000003","S08000016","B114H","Minor Injury Unit or Other",11,11,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201904","S92000003","S08000016","B118H","Minor Injury Unit or Other",52,52,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201904","S92000003","S08000016","B120H","Emergency Department",2774,2618,156,94.4,2774,"",2618,"",156,"",94.4,"",5,"",0.2,"",0,"",0,""
"201904","S92000003","S08000017","Y101H","Minor Injury Unit or Other",22,22,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201904","S92000003","S08000017","Y106H","Minor Injury Unit or Other",46,46,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201904","S92000003","S08000017","Y110H","Minor Injury Unit or Other",14,14,0,100,14,"",14,"",0,"",100,"",0,"",0,"",0,"",0,""
"201904","S92000003","S08000017","Y144H","Emergency Department",1208,1135,73,94,1208,"",1135,"",73,"",94,"",10,"",0.8,"",2,"",0.2,""
"201904","S92000003","S08000017","Y146H","Emergency Department",2958,2737,221,92.5,2958,"",2737,"",221,"",92.5,"",10,"",0.3,"",1,"",0,""
"201904","S92000003","S08000029","F704H","Emergency Department",5818,5389,429,92.6,5818,"",5389,"",429,"",92.6,"",6,"",0.1,"",0,"",0,""
"201904","S92000003","S08000029","F708H","Minor Injury Unit or Other",145,145,0,100,145,"",145,"",0,"",100,"",0,"",0,"",0,"",0,""
"201904","S92000003","S08000029","F709H","Minor Injury Unit or Other",313,313,0,100,313,"",313,"",0,"",100,"",0,"",0,"",0,"",0,""
"201904","S92000003","S08000029","F805H","Minor Injury Unit or Other",1788,1786,2,99.9,1788,"",1786,"",2,"",99.9,"",0,"",0,"",0,"",0,""
"201904","S92000003","S08000019","V201H","Minor Injury Unit or Other",1782,1782,0,100,1782,"",1782,"",0,"",100,"",0,"",0,"",0,"",0,""
"201904","S92000003","S08000019","V217H","Emergency Department",5740,5149,591,89.7,5740,"",5149,"",591,"",89.7,"",25,"",0.4,"",0,"",0,""
"201904","S92000003","S08000020","N101H","Emergency Department",5000,4400,600,88,5000,"",4400,"",600,"",88,"",19,"",0.4,"",3,"",0.1,""
"201904","S92000003","S08000020","N121H","Emergency Department",1455,1429,26,98.2,1455,"",1429,"",26,"",98.2,"",0,"",0,"",0,"",0,""
"201904","S92000003","S08000020","N151H","Minor Injury Unit or Other",108,108,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201904","S92000003","S08000020","N332H","Minor Injury Unit or Other",33,33,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201904","S92000003","S08000020","N333H","Minor Injury Unit or Other",1295,1295,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201904","S92000003","S08000020","N334H","Minor Injury Unit or Other",610,607,3,99.5,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201904","S92000003","S08000020","N335H","Minor Injury Unit or Other",262,262,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201904","S92000003","S08000020","N336H","Minor Injury Unit or Other",133,133,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201904","S92000003","S08000020","N337H","Minor Injury Unit or Other",313,308,5,98.4,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201904","S92000003","S08000020","N411H","Emergency Department",2242,2138,104,95.4,2242,"",2138,"",104,"",95.4,"",2,"",0.1,"",0,"",0,""
"201904","S92000003","S08000020","N431H","Minor Injury Unit or Other",48,48,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201904","S92000003","S08000020","N432H","Minor Injury Unit or Other",13,13,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201904","S92000003","S08000020","N433H","Minor Injury Unit or Other",87,87,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201904","S92000003","S08000020","N451H","Minor Injury Unit or Other",11,11,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201904","S92000003","S08000020","N494H","Minor Injury Unit or Other",88,88,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201904","S92000003","S08000020","N683C","Minor Injury Unit or Other",31,31,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201904","S92000003","S08000031","C206H","Minor Injury Unit or Other",1604,1557,47,97.1,1604,"",1557,"",47,"",97.1,"",4,"",0.2,"",0,"",0,""
"201904","S92000003","S08000031","C313H","Emergency Department",2777,2552,225,91.9,2777,"",2552,"",225,"",91.9,"",14,"",0.5,"",0,"",0,""
"201904","S92000003","S08000031","C418H","Emergency Department",5795,4982,813,86,5795,"",4982,"",813,"",86,"",83,"",1.4,"",3,"",0.1,""
"201904","S92000003","S08000031","G107H","Emergency Department",8261,6579,1682,79.6,8261,"",6579,"",1682,"",79.6,"",71,"",0.9,"",13,"",0.2,""
"201904","S92000003","S08000031","G207H","Minor Injury Unit or Other",1890,1887,3,99.8,1890,"",1887,"",3,"",99.8,"",0,"",0,"",0,"",0,""
"201904","S92000003","S08000031","G306H","Minor Injury Unit or Other",3044,3044,0,100,3044,"",3044,"",0,"",100,"",0,"",0,"",0,"",0,""
"201904","S92000003","S08000031","G405H","Emergency Department",8762,6614,2148,75.5,8762,"",6614,"",2148,"",75.5,"",163,"",1.9,"",2,"",0,""
"201904","S92000003","S08000031","G513H","Emergency Department",5628,5420,208,96.3,5628,"",5420,"",208,"",96.3,"",1,"",0,"",0,"",0,""
"201904","S92000003","S08000022","C106H","Minor Injury Unit or Other",697,696,1,99.9,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201904","S92000003","S08000022","C108H","Minor Injury Unit or Other",119,119,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201904","S92000003","S08000022","C113H","Minor Injury Unit or Other",379,372,7,98.2,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201904","S92000003","S08000022","C121H","Emergency Department",673,652,21,96.9,673,"",652,"",21,"",96.9,"",0,"",0,"",0,"",0,""
"201904","S92000003","S08000022","C122H","Minor Injury Unit or Other",482,481,1,99.8,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201904","S92000003","S08000022","H101H","Minor Injury Unit or Other",169,169,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201904","S92000003","S08000022","H103H","Emergency Department",704,672,32,95.5,704,"",672,"",32,"",95.5,"",2,"",0.3,"",0,"",0,""
"201904","S92000003","S08000022","H106H","Minor Injury Unit or Other",64,64,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201904","S92000003","S08000022","H202H","Emergency Department",3217,2903,314,90.2,3217,"",2903,"",314,"",90.2,"",8,"",0.2,"",0,"",0,""
"201904","S92000003","S08000022","H208H","Minor Injury Unit or Other",368,368,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201904","S92000003","S08000022","H210H","Minor Injury Unit or Other",53,53,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201904","S92000003","S08000022","H212H","Emergency Department",925,852,73,92.1,925,"",852,"",73,"",92.1,"",9,"",1,"",1,"",0.1,""
"201904","S92000003","S08000022","H214H","Minor Injury Unit or Other",431,431,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201904","S92000003","S08000022","H215H","Minor Injury Unit or Other",247,247,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201904","S92000003","S08000022","H219H","Minor Injury Unit or Other",175,175,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201904","S92000003","S08000022","H224H","Minor Injury Unit or Other",479,463,16,96.7,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201904","S92000003","S08000022","H227B","Minor Injury Unit or Other",153,153,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201904","S92000003","S08000022","H227H","Minor Injury Unit or Other",100,96,4,96,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201904","S92000003","S08000032","L106H","Emergency Department",5920,5513,407,93.1,5920,"",5513,"",407,"",93.1,"",18,"",0.3,"",2,"",0,""
"201904","S92000003","S08000032","L206H","Minor Injury Unit or Other",101,100,1,99,101,"",100,"",1,"",99,"",0,"",0,"",0,"",0,""
"201904","S92000003","S08000032","L207H","Minor Injury Unit or Other",54,54,0,100,54,"",54,"",0,"",100,"",0,"",0,"",0,"",0,""
"201904","S92000003","S08000032","L302H","Emergency Department",5808,4983,825,85.8,5808,"",4983,"",825,"",85.8,"",145,"",2.5,"",64,"",1.1,""
"201904","S92000003","S08000032","L308H","Emergency Department",6442,5520,922,85.7,6442,"",5520,"",922,"",85.7,"",112,"",1.7,"",20,"",0.3,""
"201904","S92000003","S08000024","S108H","Minor Injury Unit or Other",171,171,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201904","S92000003","S08000024","S116H","Minor Injury Unit or Other",4078,3676,402,90.1,4078,"",3676,"",402,"",90.1,"",24,"",0.6,"",5,"",0.1,""
"201904","S92000003","S08000024","S308H","Emergency Department",4872,4473,399,91.8,4872,"",4473,"",399,"",91.8,"",28,"",0.6,"",6,"",0.1,""
"201904","S92000003","S08000024","S314H","Emergency Department",10552,8592,1960,81.4,10552,"",8592,"",1960,"",81.4,"",232,"",2.2,"",41,"",0.4,""
"201904","S92000003","S08000024","S319H","Emergency Department",4158,3951,207,95,4158,"",3951,"",207,"",95,"",5,"",0.1,"",2,"",0,""
"201904","S92000003","S08000025","R103H","Emergency Department",566,521,45,92,566,"",521,"",45,"",92,"",2,"",0.4,"",0,"",0,""
"201904","S92000003","S08000026","Z102H","Emergency Department",649,621,28,95.7,649,"",621,"",28,"",95.7,"",1,"",0.2,"",0,"",0,""
"201904","S92000003","S08000030","T101H","Emergency Department",4270,4058,212,95,4270,"",4058,"",212,"",95,"",0,"",0,"",0,"",0,""
"201904","S92000003","S08000030","T202H","Emergency Department",2198,2067,131,94,2198,"",2067,"",131,"",94,"",0,"",0,"",0,"",0,""
"201904","S92000003","S08000030","T205H","Minor Injury Unit or Other",19,19,0,100,19,"",19,"",0,"",100,"",0,"",0,"",0,"",0,""
"201904","S92000003","S08000030","T209H","Minor Injury Unit or Other",285,277,8,97.2,285,"",277,"",8,"",97.2,"",3,"",1.1,"",0,"",0,""
"201904","S92000003","S08000030","T304H","Minor Injury Unit or Other",1468,1468,0,100,1468,"",1468,"",0,"",100,"",0,"",0,"",0,"",0,""
"201904","S92000003","S08000030","T305H","Minor Injury Unit or Other",66,66,0,100,66,"",66,"",0,"",100,"",0,"",0,"",0,"",0,""
"201904","S92000003","S08000030","T316H","Minor Injury Unit or Other",65,65,0,100,65,"",65,"",0,"",100,"",0,"",0,"",0,"",0,""
"201904","S92000003","S08000030","T319H","Minor Injury Unit or Other",504,504,0,100,504,"",504,"",0,"",100,"",0,"",0,"",0,"",0,""
"201904","S92000003","S08000030","T320H","Minor Injury Unit or Other",179,179,0,100,179,"",179,"",0,"",100,"",0,"",0,"",0,"",0,""
"201904","S92000003","S08000030","T357C","Minor Injury Unit or Other",204,204,0,100,204,"",204,"",0,"",100,"",0,"",0,"",0,"",0,""
"201904","S92000003","S08000028","W106H","Minor Injury Unit or Other",55,55,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201904","S92000003","S08000028","W107H","Emergency Department",600,593,7,98.8,600,"",593,"",7,"",98.8,"",0,"",0,"",0,"",0,""
"201904","S92000003","S08000028","W108H","Minor Injury Unit or Other",142,142,0,100,142,"",142,"",0,"",100,"",0,"",0,"",0,"",0,""
"201905","S92000003","S08000015","A101H","Minor Injury Unit or Other",279,271,8,97.1,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201905","S92000003","S08000015","A110H","Minor Injury Unit or Other",82,82,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201905","S92000003","S08000015","A111H","Emergency Department",6546,6105,441,93.3,6546,"",6105,"",441,"",93.3,"",115,"",1.8,"",27,"",0.4,""
"201905","S92000003","S08000015","A210H","Emergency Department",3633,3145,488,86.6,3633,"",3145,"",488,"",86.6,"",133,"",3.7,"",50,"",1.4,""
"201905","S92000003","S08000015","A216H","Minor Injury Unit or Other",87,87,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201905","S92000003","S08000016","B103H","Minor Injury Unit or Other",16,16,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201905","S92000003","S08000016","B105H","Minor Injury Unit or Other",106,106,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201905","S92000003","S08000016","B114H","Minor Injury Unit or Other",13,13,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201905","S92000003","S08000016","B118H","Minor Injury Unit or Other",42,42,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201905","S92000003","S08000016","B120H","Emergency Department",2823,2685,138,95.1,2823,"",2685,"",138,"",95.1,"",6,"",0.2,"",1,"",0,""
"201905","S92000003","S08000017","Y101H","Minor Injury Unit or Other",15,15,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201905","S92000003","S08000017","Y106H","Minor Injury Unit or Other",50,50,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201905","S92000003","S08000017","Y109H","Minor Injury Unit or Other",1,1,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201905","S92000003","S08000017","Y110H","Minor Injury Unit or Other",11,11,0,100,11,"",11,"",0,"",100,"",0,"",0,"",0,"",0,""
"201905","S92000003","S08000017","Y144H","Emergency Department",1242,1137,105,91.5,1242,"",1137,"",105,"",91.5,"",14,"",1.1,"",1,"",0.1,""
"201905","S92000003","S08000017","Y146H","Emergency Department",3090,2870,220,92.9,3090,"",2870,"",220,"",92.9,"",17,"",0.6,"",0,"",0,""
"201905","S92000003","S08000029","F704H","Emergency Department",6072,5611,461,92.4,6072,"",5611,"",461,"",92.4,"",6,"",0.1,"",0,"",0,""
"201905","S92000003","S08000029","F708H","Minor Injury Unit or Other",171,170,1,99.4,171,"",170,"",1,"",99.4,"",0,"",0,"",0,"",0,""
