Quarter,QuarterQF,HB,HBQF,Location,LocationQF,AdmissionType,AdmissionTypeQF,SIMD,SIMDQF,Episodes,LengthOfEpisode,AverageLengthOfEpisode,AverageLengthOfEpisodeQF,Stays,LengthOfStay,AverageLengthOfStay,AverageLengthOfStayQF
2022Q3,,S08000028,,S08000028,d,All Inpatients,d,3,,754,3584,4.75331564986737,,559,4156,7.43470483005367,
2022Q4,p,S08000028,,S08000028,d,All Inpatients,d,3,,752,4411,5.8656914893617,,578,4795,8.29584775086505,
2017Q4,,S08000028,,S08000028,d,All Inpatients,d,4,,5,6,1.2,,5,8,1.6,
2018Q1,,S08000028,,S08000028,d,All Inpatients,d,4,,5,0,0,,0,0,,z
2018Q2,,S08000028,,S08000028,d,All Inpatients,d,4,,5,5,1,,5,5,1,
2018Q3,,S08000028,,S08000028,d,All Inpatients,d,4,,5,23,4.6,,0,9,,z
2018Q4,,S08000028,,S08000028,d,All Inpatients,d,4,,5,5,1,,5,92,18.4,
2019Q1,,S08000028,,S08000028,d,All Inpatients,d,4,,5,10,2,,0,10,,z
2019Q2,,S08000028,,S08000028,d,All Inpatients,d,4,,5,23,4.6,,5,29,5.8,
2019Q3,,S08000028,,S08000028,d,All Inpatients,d,4,,12,11,0.916666666666667,,5,14,2.8,
2019Q4,,S08000028,,S08000028,d,All Inpatients,d,4,,0,0,,z,0,0,,z
2020Q1,,S08000028,,S08000028,d,All Inpatients,d,4,,0,0,,z,0,0,,z
2020Q3,,S08000028,,S08000028,d,All Inpatients,d,4,,0,0,,z,0,0,,z
2020Q4,,S08000028,,S08000028,d,All Inpatients,d,4,,5,5,1,,5,5,1,
2021Q1,,S08000028,,S08000028,d,All Inpatients,d,4,,5,5,1,,5,5,1,
2021Q2,,S08000028,,S08000028,d,All Inpatients,d,4,,5,5,1,,0,0,,z
2021Q3,,S08000028,,S08000028,d,All Inpatients,d,4,,11,15,1.36363636363636,,10,16,1.6,
2021Q4,,S08000028,,S08000028,d,All Inpatients,d,4,,5,5,1,,5,5,1,
2022Q1,,S08000028,,S08000028,d,All Inpatients,d,4,,11,11,1,,5,11,2.2,
2022Q2,,S08000028,,S08000028,d,All Inpatients,d,4,,5,0,0,,5,0,0,
2022Q3,,S08000028,,S08000028,d,All Inpatients,d,4,,10,16,1.6,,5,25,5,
2022Q4,p,S08000028,,S08000028,d,All Inpatients,d,4,,0,0,,z,0,0,,z
2017Q4,,S08000028,,S08000028,d,All Inpatients,d,5,,0,0,,z,0,0,,z
2018Q1,,S08000028,,S08000028,d,All Inpatients,d,5,,0,0,,z,0,5,,z
2018Q2,,S08000028,,S08000028,d,All Inpatients,d,5,,10,20,2,,5,20,4,
2018Q3,,S08000028,,S08000028,d,All Inpatients,d,5,,0,7,,z,0,5,,z
2018Q4,,S08000028,,S08000028,d,All Inpatients,d,5,,0,0,,z,0,0,,z
2019Q1,,S08000028,,S08000028,d,All Inpatients,d,5,,5,5,1,,0,5,,z
2019Q2,,S08000028,,S08000028,d,All Inpatients,d,5,,10,5,0.5,,5,10,2,
2019Q3,,S08000028,,S08000028,d,All Inpatients,d,5,,5,5,1,,5,10,2,
2019Q4,,S08000028,,S08000028,d,All Inpatients,d,5,,0,0,,z,0,0,,z
2020Q1,,S08000028,,S08000028,d,All Inpatients,d,5,,0,0,,z,0,0,,z
2020Q2,,S08000028,,S08000028,d,All Inpatients,d,5,,0,0,,z,0,0,,z
2020Q3,,S08000028,,S08000028,d,All Inpatients,d,5,,5,5,1,,5,14,2.8,
2020Q4,,S08000028,,S08000028,d,All Inpatients,d,5,,0,5,,z,5,10,2,
2021Q2,,S08000028,,S08000028,d,All Inpatients,d,5,,0,0,,z,0,0,,z
2021Q3,,S08000028,,S08000028,d,All Inpatients,d,5,,5,5,1,,5,5,1,
2022Q1,,S08000028,,S08000028,d,All Inpatients,d,5,,0,5,,z,0,5,,z
2022Q2,,S08000028,,S08000028,d,All Inpatients,d,5,,5,6,1.2,,5,6,1.2,
2022Q3,,S08000028,,S08000028,d,All Inpatients,d,5,,5,5,1,,5,8,1.6,
2022Q4,p,S08000028,,S08000028,d,All Inpatients,d,5,,5,5,1,,5,5,1,
2017Q4,,S08000028,,S08000028,d,All Inpatients,d,,:,10,26,2.6,,5,74,14.8,
2018Q1,,S08000028,,S08000028,d,All Inpatients,d,,:,5,15,3,,5,17,3.4,
2018Q2,,S08000028,,S08000028,d,All Inpatients,d,,:,37,77,2.08108108108108,,28,124,4.42857142857143,
2018Q3,,S08000028,,S08000028,d,All Inpatients,d,,:,18,30,1.66666666666667,,14,41,2.92857142857143,
2018Q4,,S08000028,,S08000028,d,All Inpatients,d,,:,5,15,3,,5,15,3,
2019Q1,,S08000028,,S08000028,d,All Inpatients,d,,:,5,10,2,,5,10,2,
2019Q2,,S08000028,,S08000028,d,All Inpatients,d,,:,15,29,1.93333333333333,,10,36,3.6,
2019Q3,,S08000028,,S08000028,d,All Inpatients,d,,:,26,37,1.42307692307692,,21,51,2.42857142857143,
2019Q4,,S08000028,,S08000028,d,All Inpatients,d,,:,10,7,0.7,,5,7,1.4,
2020Q1,,S08000028,,S08000028,d,All Inpatients,d,,:,5,10,2,,0,10,,z
2020Q2,,S08000028,,S08000028,d,All Inpatients,d,,:,0,0,,z,0,0,,z
2020Q3,,S08000028,,S08000028,d,All Inpatients,d,,:,10,9,0.9,,5,12,2.4,
2021Q1,,S08000028,,S08000028,d,All Inpatients,d,,:,5,9,1.8,,5,23,4.6,
2021Q2,,S08000028,,S08000028,d,All Inpatients,d,,:,10,18,1.8,,10,21,2.1,
2021Q3,,S08000028,,S08000028,d,All Inpatients,d,,:,20,59,2.95,,18,74,4.11111111111111,
2021Q4,,S08000028,,S08000028,d,All Inpatients,d,,:,5,11,2.2,,5,7,1.4,
2022Q1,,S08000028,,S08000028,d,All Inpatients,d,,:,5,5,1,,5,5,1,
2022Q2,,S08000028,,S08000028,d,All Inpatients,d,,:,22,59,2.68181818181818,,14,46,3.28571428571429,
2022Q3,,S08000028,,S08000028,d,All Inpatients,d,,:,25,42,1.68,,20,178,8.9,
2022Q4,p,S08000028,,S08000028,d,All Inpatients,d,,:,11,25,2.27272727272727,,10,26,2.6,
2017Q4,,S08000028,,W107H,,All Inpatients,d,1,,5,5,1,,0,5,,z
2018Q2,,S08000028,,W107H,,All Inpatients,d,1,,5,0,0,,5,0,0,
2018Q3,,S08000028,,W107H,,All Inpatients,d,1,,5,0,0,,0,0,,z
2018Q4,,S08000028,,W107H,,All Inpatients,d,1,,5,0,0,,5,0,0,
2019Q1,,S08000028,,W107H,,All Inpatients,d,1,,0,0,,z,0,0,,z
2019Q2,,S08000028,,W107H,,All Inpatients,d,1,,5,5,1,,0,5,,z
2019Q3,,S08000028,,W107H,,All Inpatients,d,1,,5,5,1,,0,0,,z
2019Q4,,S08000028,,W107H,,All Inpatients,d,1,,5,15,3,,5,89,17.8,
2020Q1,,S08000028,,W107H,,All Inpatients,d,1,,5,0,0,,5,0,0,
2020Q2,,S08000028,,W107H,,All Inpatients,d,1,,0,5,,z,0,5,,z
2020Q3,,S08000028,,W107H,,All Inpatients,d,1,,5,8,1.6,,5,10,2,
2020Q4,,S08000028,,W107H,,All Inpatients,d,1,,5,6,1.2,,5,6,1.2,
2021Q2,,S08000028,,W107H,,All Inpatients,d,1,,10,9,0.9,,5,9,1.8,
2021Q3,,S08000028,,W107H,,All Inpatients,d,1,,5,8,1.6,,5,16,3.2,
2021Q4,,S08000028,,W107H,,All Inpatients,d,1,,5,0,0,,5,10,2,
2022Q1,,S08000028,,W107H,,All Inpatients,d,1,,0,5,,z,0,5,,z
2022Q4,p,S08000028,,W107H,,All Inpatients,d,1,,5,7,1.4,,0,5,,z
2017Q4,,S08000028,,W107H,,All Inpatients,d,2,,179,805,4.49720670391061,,124,876,7.06451612903226,
2018Q1,,S08000028,,W107H,,All Inpatients,d,2,,190,1005,5.28947368421053,,115,1025,8.91304347826087,
2018Q2,,S08000028,,W107H,,All Inpatients,d,2,,190,950,5,,125,930,7.44,
2018Q3,,S08000028,,W107H,,All Inpatients,d,2,,188,718,3.81914893617021,,114,890,7.80701754385965,
2018Q4,,S08000028,,W107H,,All Inpatients,d,2,,164,729,4.44512195121951,,119,774,6.50420168067227,
2019Q1,,S08000028,,W107H,,All Inpatients,d,2,,215,900,4.18604651162791,,135,1070,7.92592592592593,
2019Q2,,S08000028,,W107H,,All Inpatients,d,2,,180,610,3.38888888888889,,120,782,6.51666666666667,
2019Q3,,S08000028,,W107H,,All Inpatients,d,2,,220,811,3.68636363636364,,145,895,6.17241379310345,
2019Q4,,S08000028,,W107H,,All Inpatients,d,2,,205,750,3.65853658536585,,135,935,6.92592592592593,
2020Q1,,S08000028,,W107H,,All Inpatients,d,2,,165,575,3.48484848484848,,119,739,6.21008403361345,
2020Q2,,S08000028,,W107H,,All Inpatients,d,2,,143,331,2.31468531468531,,93,401,4.31182795698925,
2020Q3,,S08000028,,W107H,,All Inpatients,d,2,,180,404,2.24444444444444,,112,654,5.83928571428571,
2020Q4,,S08000028,,W107H,,All Inpatients,d,2,,170,525,3.08823529411765,,115,783,6.80869565217391,
2021Q1,,S08000028,,W107H,,All Inpatients,d,2,,132,598,4.53030303030303,,100,625,6.25,
2021Q2,,S08000028,,W107H,,All Inpatients,d,2,,144,554,3.84722222222222,,95,580,6.10526315789474,
2021Q3,,S08000028,,W107H,,All Inpatients,d,2,,140,704,5.02857142857143,,90,802,8.91111111111111,
2021Q4,,S08000028,,W107H,,All Inpatients,d,2,,114,688,6.03508771929825,,85,675,7.94117647058824,
2022Q1,,S08000028,,W107H,,All Inpatients,d,2,,126,475,3.76984126984127,,92,585,6.35869565217391,
2022Q2,,S08000028,,W107H,,All Inpatients,d,2,,131,488,3.72519083969466,,98,536,5.46938775510204,
2022Q3,,S08000028,,W107H,,All Inpatients,d,2,,140,730,5.21428571428571,,110,1050,9.54545454545454,
2022Q4,p,S08000028,,W107H,,All Inpatients,d,2,,143,747,5.22377622377622,,105,907,8.63809523809524,
2017Q4,,S08000028,,W107H,,All Inpatients,d,3,,867,3970,4.57900807381776,,573,4392,7.66492146596859,
2018Q1,,S08000028,,W107H,,All Inpatients,d,3,,945,4385,4.64021164021164,,613,4575,7.46329526916803,
2018Q2,,S08000028,,W107H,,All Inpatients,d,3,,845,3724,4.40710059171598,,546,4172,7.64102564102564,
2018Q3,,S08000028,,W107H,,All Inpatients,d,3,,920,3869,4.2054347826087,,578,4046,7,
2018Q4,,S08000028,,W107H,,All Inpatients,d,3,,770,3815,4.95454545454545,,533,4602,8.63414634146342,
2019Q1,,S08000028,,W107H,,All Inpatients,d,3,,896,3830,4.27455357142857,,571,4453,7.79859894921191,
2019Q2,,S08000028,,W107H,,All Inpatients,d,3,,870,4170,4.79310344827586,,559,4613,8.25223613595707,
2019Q3,,S08000028,,W107H,,All Inpatients,d,3,,915,4640,5.07103825136612,,607,5160,8.500823723229,
2019Q4,,S08000028,,W107H,,All Inpatients,d,3,,895,3824,4.27262569832402,,607,4288,7.06425041186161,
2020Q1,,S08000028,,W107H,,All Inpatients,d,3,,830,4710,5.67469879518072,,557,5123,9.19748653500898,
2020Q2,,S08000028,,W107H,,All Inpatients,d,3,,561,1554,2.77005347593583,,371,1858,5.00808625336927,
2020Q3,,S08000028,,W107H,,All Inpatients,d,3,,609,2285,3.75205254515599,,396,2343,5.91666666666667,
2020Q4,,S08000028,,W107H,,All Inpatients,d,3,,849,2573,3.03062426383981,,556,3177,5.71402877697842,
2021Q1,,S08000028,,W107H,,All Inpatients,d,3,,595,3050,5.12605042016807,,410,3157,7.7,
2021Q2,,S08000028,,W107H,,All Inpatients,d,3,,714,3632,5.08683473389356,,496,4256,8.58064516129032,
2021Q3,,S08000028,,W107H,,All Inpatients,d,3,,827,3036,3.67110036275695,,528,3624,6.86363636363636,
2021Q4,,S08000028,,W107H,,All Inpatients,d,3,,694,3699,5.3299711815562,,460,3995,8.68478260869565,
2022Q1,,S08000028,,W107H,,All Inpatients,d,3,,742,3870,5.21563342318059,,480,3895,8.11458333333333,
2022Q2,,S08000028,,W107H,,All Inpatients,d,3,,731,4335,5.93023255813953,,503,4928,9.79721669980119,
2022Q3,,S08000028,,W107H,,All Inpatients,d,3,,755,3580,4.74172185430464,,558,4152,7.44086021505376,
2022Q4,p,S08000028,,W107H,,All Inpatients,d,3,,752,4411,5.8656914893617,,578,4795,8.29584775086505,
2017Q4,,S08000028,,W107H,,All Inpatients,d,4,,5,6,1.2,,5,8,1.6,
2018Q1,,S08000028,,W107H,,All Inpatients,d,4,,5,0,0,,0,0,,z
2018Q2,,S08000028,,W107H,,All Inpatients,d,4,,5,5,1,,5,5,1,
2018Q3,,S08000028,,W107H,,All Inpatients,d,4,,5,23,4.6,,0,9,,z
2018Q4,,S08000028,,W107H,,All Inpatients,d,4,,5,5,1,,5,92,18.4,
2019Q1,,S08000028,,W107H,,All Inpatients,d,4,,5,10,2,,0,10,,z
2019Q2,,S08000028,,W107H,,All Inpatients,d,4,,5,23,4.6,,5,29,5.8,
2019Q3,,S08000028,,W107H,,All Inpatients,d,4,,12,11,0.916666666666667,,5,14,2.8,
2019Q4,,S08000028,,W107H,,All Inpatients,d,4,,0,0,,z,0,0,,z
2020Q1,,S08000028,,W107H,,All Inpatients,d,4,,0,0,,z,0,0,,z
2020Q3,,S08000028,,W107H,,All Inpatients,d,4,,0,0,,z,0,0,,z
2020Q4,,S08000028,,W107H,,All Inpatients,d,4,,5,5,1,,5,5,1,
2021Q1,,S08000028,,W107H,,All Inpatients,d,4,,5,5,1,,5,5,1,
2021Q2,,S08000028,,W107H,,All Inpatients,d,4,,5,5,1,,0,0,,z
2021Q3,,S08000028,,W107H,,All Inpatients,d,4,,11,15,1.36363636363636,,10,16,1.6,
2021Q4,,S08000028,,W107H,,All Inpatients,d,4,,5,5,1,,5,5,1,
2022Q1,,S08000028,,W107H,,All Inpatients,d,4,,11,11,1,,5,11,2.2,
2022Q2,,S08000028,,W107H,,All Inpatients,d,4,,5,0,0,,5,0,0,
2022Q3,,S08000028,,W107H,,All Inpatients,d,4,,10,16,1.6,,5,25,5,
2022Q4,p,S08000028,,W107H,,All Inpatients,d,4,,0,0,,z,0,0,,z
2017Q4,,S08000028,,W107H,,All Inpatients,d,5,,0,0,,z,0,0,,z
2018Q1,,S08000028,,W107H,,All Inpatients,d,5,,0,0,,z,0,5,,z
2018Q2,,S08000028,,W107H,,All Inpatients,d,5,,10,20,2,,5,20,4,
2018Q3,,S08000028,,W107H,,All Inpatients,d,5,,0,7,,z,0,5,,z
2018Q4,,S08000028,,W107H,,All Inpatients,d,5,,0,0,,z,0,0,,z
2019Q1,,S08000028,,W107H,,All Inpatients,d,5,,5,5,1,,0,5,,z
2019Q2,,S08000028,,W107H,,All Inpatients,d,5,,10,5,0.5,,5,10,2,
2019Q3,,S08000028,,W107H,,All Inpatients,d,5,,5,5,1,,5,11,2.2,
2019Q4,,S08000028,,W107H,,All Inpatients,d,5,,0,0,,z,0,0,,z
2020Q1,,S08000028,,W107H,,All Inpatients,d,5,,0,0,,z,0,0,,z
2020Q2,,S08000028,,W107H,,All Inpatients,d,5,,0,0,,z,0,0,,z
2020Q3,,S08000028,,W107H,,All Inpatients,d,5,,5,5,1,,5,14,2.8,
2020Q4,,S08000028,,W107H,,All Inpatients,d,5,,0,5,,z,5,10,2,
2021Q2,,S08000028,,W107H,,All Inpatients,d,5,,0,0,,z,0,0,,z
2021Q3,,S08000028,,W107H,,All Inpatients,d,5,,5,5,1,,5,5,1,
2022Q1,,S08000028,,W107H,,All Inpatients,d,5,,0,5,,z,0,5,,z
2022Q2,,S08000028,,W107H,,All Inpatients,d,5,,5,6,1.2,,5,6,1.2,
2022Q3,,S08000028,,W107H,,All Inpatients,d,5,,5,5,1,,5,8,1.6,
2022Q4,p,S08000028,,W107H,,All Inpatients,d,5,,5,5,1,,5,5,1,
2017Q4,,S08000028,,W107H,,All Inpatients,d,,:,10,26,2.6,,5,74,14.8,
2018Q1,,S08000028,,W107H,,All Inpatients,d,,:,5,15,3,,5,17,3.4,
2018Q2,,S08000028,,W107H,,All Inpatients,d,,:,37,77,2.08108108108108,,28,124,4.42857142857143,
2018Q3,,S08000028,,W107H,,All Inpatients,d,,:,18,30,1.66666666666667,,14,41,2.92857142857143,
2018Q4,,S08000028,,W107H,,All Inpatients,d,,:,5,15,3,,5,15,3,
2019Q1,,S08000028,,W107H,,All Inpatients,d,,:,5,10,2,,5,10,2,
2019Q2,,S08000028,,W107H,,All Inpatients,d,,:,15,29,1.93333333333333,,12,36,3,
2019Q3,,S08000028,,W107H,,All Inpatients,d,,:,26,37,1.42307692307692,,21,51,2.42857142857143,
2019Q4,,S08000028,,W107H,,All Inpatients,d,,:,10,7,0.7,,5,7,1.4,
2020Q1,,S08000028,,W107H,,All Inpatients,d,,:,5,10,2,,0,10,,z
2020Q2,,S08000028,,W107H,,All Inpatients,d,,:,0,0,,z,0,0,,z
2020Q3,,S08000028,,W107H,,All Inpatients,d,,:,10,9,0.9,,5,12,2.4,
2021Q1,,S08000028,,W107H,,All Inpatients,d,,:,5,9,1.8,,5,23,4.6,
2021Q2,,S08000028,,W107H,,All Inpatients,d,,:,10,18,1.8,,10,21,2.1,
2021Q3,,S08000028,,W107H,,All Inpatients,d,,:,20,59,2.95,,18,74,4.11111111111111,
2021Q4,,S08000028,,W107H,,All Inpatients,d,,:,5,11,2.2,,5,7,1.4,
2022Q1,,S08000028,,W107H,,All Inpatients,d,,:,5,5,1,,5,5,1,
2022Q2,,S08000028,,W107H,,All Inpatients,d,,:,22,59,2.68181818181818,,14,46,3.28571428571429,
2022Q3,,S08000028,,W107H,,All Inpatients,d,,:,25,42,1.68,,20,178,8.9,
2022Q4,p,S08000028,,W107H,,All Inpatients,d,,:,11,25,2.27272727272727,,10,26,2.6,
2017Q4,,SB0801,,D102H,,All Inpatients,d,1,,1122,3094,2.75757575757576,,526,2762,5.2509505703422,
2018Q1,,SB0801,,D102H,,All Inpatients,d,1,,1025,2894,2.82341463414634,,512,2945,5.751953125,
2018Q2,,SB0801,,D102H,,All Inpatients,d,1,,1109,3036,2.73760144274121,,533,2651,4.97373358348968,
2018Q3,,SB0801,,D102H,,All Inpatients,d,1,,1185,2853,2.40759493670886,,553,2861,5.17359855334539,
2018Q4,,SB0801,,D102H,,All Inpatients,d,1,,1120,2833,2.52946428571429,,546,2694,4.93406593406593,
2019Q1,,SB0801,,D102H,,All Inpatients,d,1,,1223,3105,2.53883892068684,,579,2590,4.47322970639033,
2019Q2,,SB0801,,D102H,,All Inpatients,d,1,,1219,2963,2.43068088597211,,529,2712,5.12665406427221,
2019Q3,,SB0801,,D102H,,All Inpatients,d,1,,1103,3038,2.75430643699003,,479,2775,5.79331941544885,
2019Q4,,SB0801,,D102H,,All Inpatients,d,1,,1115,2916,2.6152466367713,,474,2598,5.48101265822785,
2020Q1,,SB0801,,D102H,,All Inpatients,d,1,,1071,2723,2.54248366013072,,440,2447,5.56136363636364,
2020Q2,,SB0801,,D102H,,All Inpatients,d,1,,758,2156,2.844327176781,,259,1966,7.59073359073359,
2020Q3,,SB0801,,D102H,,All Inpatients,d,1,,1000,2764,2.764,,397,2422,6.1007556675063,
2020Q4,,SB0801,,D102H,,All Inpatients,d,1,,954,2682,2.81132075471698,,440,2121,4.82045454545455,
2021Q1,,SB0801,,D102H,,All Inpatients,d,1,,1118,3411,3.05098389982111,,481,2674,5.55925155925156,
2021Q2,,SB0801,,D102H,,All Inpatients,d,1,,1106,2992,2.70524412296564,,472,2524,5.34745762711864,
2021Q3,,SB0801,,D102H,,All Inpatients,d,1,,1038,3005,2.89499036608863,,458,2383,5.20305676855895,
2021Q4,,SB0801,,D102H,,All Inpatients,d,1,,1093,3405,3.11527904849039,,464,2566,5.5301724137931,
2022Q1,,SB0801,,D102H,,All Inpatients,d,1,,1014,3347,3.30078895463511,,426,2343,5.5,
2022Q2,,SB0801,,D102H,,All Inpatients,d,1,,954,3371,3.5335429769392,,425,2491,5.86117647058824,
2022Q3,,SB0801,,D102H,,All Inpatients,d,1,,1029,3373,3.2779397473275,,479,2373,4.95407098121086,
2022Q4,p,SB0801,,D102H,,All Inpatients,d,1,,1128,3745,3.32003546099291,,500,2724,5.448,
2017Q4,,SB0801,,D102H,,All Inpatients,d,2,,1014,3108,3.06508875739645,,512,2888,5.640625,
2018Q1,,SB0801,,D102H,,All Inpatients,d,2,,889,2548,2.86614173228346,,455,2039,4.48131868131868,
2018Q2,,SB0801,,D102H,,All Inpatients,d,2,,993,2533,2.55085599194361,,495,2358,4.76363636363636,
2018Q3,,SB0801,,D102H,,All Inpatients,d,2,,983,2745,2.79247202441506,,500,2574,5.148,
2018Q4,,SB0801,,D102H,,All Inpatients,d,2,,935,2583,2.76256684491979,,504,2416,4.79365079365079,
2019Q1,,SB0801,,D102H,,All Inpatients,d,2,,918,2335,2.54357298474946,,462,1957,4.23593073593074,
2019Q2,,SB0801,,D102H,,All Inpatients,d,2,,962,2638,2.74220374220374,,464,2118,4.56465517241379,
2019Q3,,SB0801,,D102H,,All Inpatients,d,2,,978,2610,2.66871165644172,,448,2236,4.99107142857143,
2019Q4,,SB0801,,D102H,,All Inpatients,d,2,,926,2636,2.84665226781857,,430,2444,5.68372093023256,
2020Q1,,SB0801,,D102H,,All Inpatients,d,2,,834,2260,2.70983213429257,,399,2274,5.69924812030075,
2020Q2,,SB0801,,D102H,,All Inpatients,d,2,,562,1726,3.0711743772242,,204,1316,6.45098039215686,
2020Q3,,SB0801,,D102H,,All Inpatients,d,2,,788,3999,5.0748730964467,,301,3490,11.5946843853821,
2020Q4,,SB0801,,D102H,,All Inpatients,d,2,,768,2217,2.88671875,,385,1808,4.6961038961039,
2021Q1,,SB0801,,D102H,,All Inpatients,d,2,,892,2712,3.04035874439462,,428,2051,4.79205607476636,
2021Q2,,SB0801,,D102H,,All Inpatients,d,2,,867,2681,3.09227220299885,,397,2632,6.62972292191436,
2021Q3,,SB0801,,D102H,,All Inpatients,d,2,,841,2890,3.43638525564804,,392,2635,6.7219387755102,
2021Q4,,SB0801,,D102H,,All Inpatients,d,2,,893,2551,2.85666293393057,,408,1991,4.87990196078431,
2022Q1,,SB0801,,D102H,,All Inpatients,d,2,,823,2640,3.20777642770352,,377,1872,4.96551724137931,
2022Q2,,SB0801,,D102H,,All Inpatients,d,2,,886,2756,3.11060948081264,,389,2317,5.95629820051414,
2022Q3,,SB0801,,D102H,,All Inpatients,d,2,,843,2718,3.22419928825623,,414,2095,5.06038647342995,
2022Q4,p,SB0801,,D102H,,All Inpatients,d,2,,830,2741,3.30240963855422,,409,2150,5.25672371638142,
2017Q4,,SB0801,,D102H,,All Inpatients,d,3,,859,2428,2.82654249126892,,464,2501,5.39008620689655,
2018Q1,,SB0801,,D102H,,All Inpatients,d,3,,917,2446,2.66739367502726,,477,2328,4.88050314465409,
2018Q2,,SB0801,,D102H,,All Inpatients,d,3,,856,2486,2.90420560747664,,436,2255,5.17201834862385,
2018Q3,,SB0801,,D102H,,All Inpatients,d,3,,1005,2817,2.80298507462687,,530,2816,5.31320754716981,
2018Q4,,SB0801,,D102H,,All Inpatients,d,3,,904,2898,3.20575221238938,,517,2217,4.28820116054159,
2019Q1,,SB0801,,D102H,,All Inpatients,d,3,,817,2284,2.79559363525092,,476,2021,4.24579831932773,
2019Q2,,SB0801,,D102H,,All Inpatients,d,3,,895,2520,2.81564245810056,,466,2113,4.5343347639485,
2019Q3,,SB0801,,D102H,,All Inpatients,d,3,,933,2795,2.9957127545552,,475,2698,5.68,
2019Q4,,SB0801,,D102H,,All Inpatients,d,3,,901,2471,2.74250832408435,,447,2397,5.36241610738255,
2020Q1,,SB0801,,D102H,,All Inpatients,d,3,,817,2342,2.86658506731946,,383,2076,5.42036553524804,
2020Q2,,SB0801,,D102H,,All Inpatients,d,3,,599,1833,3.06010016694491,,213,1383,6.49295774647887,
2020Q3,,SB0801,,D102H,,All Inpatients,d,3,,660,1765,2.67424242424242,,247,1355,5.48582995951417,
2020Q4,,SB0801,,D102H,,All Inpatients,d,3,,842,2672,3.17339667458432,,423,2286,5.40425531914894,
2021Q1,,SB0801,,D102H,,All Inpatients,d,3,,800,2254,2.8175,,389,1920,4.93573264781491,
2021Q2,,SB0801,,D102H,,All Inpatients,d,3,,819,2318,2.83028083028083,,401,2114,5.2718204488778,
2021Q3,,SB0801,,D102H,,All Inpatients,d,3,,800,2369,2.96125,,393,1982,5.04325699745547,
2021Q4,,SB0801,,D102H,,All Inpatients,d,3,,806,2697,3.34615384615385,,365,2071,5.67397260273973,
2022Q1,,SB0801,,D102H,,All Inpatients,d,3,,806,2391,2.96650124069479,,381,1863,4.88976377952756,
2022Q2,,SB0801,,D102H,,All Inpatients,d,3,,808,2550,3.15594059405941,,400,1991,4.9775,
2022Q3,,SB0801,,D102H,,All Inpatients,d,3,,722,2251,3.11772853185596,,396,1876,4.73737373737374,
2022Q4,p,SB0801,,D102H,,All Inpatients,d,3,,885,2685,3.03389830508475,,489,2105,4.30470347648262,
2017Q4,,SB0801,,D102H,,All Inpatients,d,4,,719,2205,3.06675938803894,,421,2410,5.72446555819477,
2018Q1,,SB0801,,D102H,,All Inpatients,d,4,,694,2274,3.27665706051873,,407,2121,5.21130221130221,
2018Q2,,SB0801,,D102H,,All Inpatients,d,4,,804,2214,2.75373134328358,,429,2037,4.74825174825175,
2018Q3,,SB0801,,D102H,,All Inpatients,d,4,,784,2066,2.63520408163265,,431,1904,4.41763341067285,
2018Q4,,SB0801,,D102H,,All Inpatients,d,4,,697,1980,2.84074605451937,,404,1883,4.66089108910891,
2019Q1,,SB0801,,D102H,,All Inpatients,d,4,,832,2022,2.43028846153846,,441,1932,4.38095238095238,
2019Q2,,SB0801,,D102H,,All Inpatients,d,4,,689,1834,2.66182873730044,,371,1652,4.45283018867925,
2019Q3,,SB0801,,D102H,,All Inpatients,d,4,,699,1758,2.51502145922747,,395,1706,4.31898734177215,
2019Q4,,SB0801,,D102H,,All Inpatients,d,4,,754,2181,2.89257294429708,,410,2088,5.09268292682927,
2020Q1,,SB0801,,D102H,,All Inpatients,d,4,,725,1900,2.62068965517241,,389,1554,3.99485861182519,
2020Q2,,SB0801,,D102H,,All Inpatients,d,4,,416,1311,3.15144230769231,,136,700,5.14705882352941,
2020Q3,,SB0801,,D102H,,All Inpatients,d,4,,586,1892,3.22866894197952,,235,1249,5.31489361702128,
2020Q4,,SB0801,,D102H,,All Inpatients,d,4,,645,1995,3.09302325581395,,349,1750,5.01432664756447,
2021Q1,,SB0801,,D102H,,All Inpatients,d,4,,578,1818,3.14532871972318,,309,1431,4.63106796116505,
2021Q2,,SB0801,,D102H,,All Inpatients,d,4,,766,2233,2.91514360313316,,393,1769,4.50127226463104,
2021Q3,,SB0801,,D102H,,All Inpatients,d,4,,704,1988,2.82386363636364,,360,1786,4.96111111111111,
2021Q4,,SB0801,,D102H,,All Inpatients,d,4,,729,2369,3.24965706447188,,385,1945,5.05194805194805,
2022Q1,,SB0801,,D102H,,All Inpatients,d,4,,641,1944,3.03276131045242,,326,1712,5.25153374233129,
2022Q2,,SB0801,,D102H,,All Inpatients,d,4,,704,2128,3.02272727272727,,361,1881,5.21052631578947,
2022Q3,,SB0801,,D102H,,All Inpatients,d,4,,678,2154,3.17699115044248,,360,1801,5.00277777777778,
2022Q4,p,SB0801,,D102H,,All Inpatients,d,4,,710,2305,3.24647887323944,,408,2242,5.49509803921569,
2017Q4,,SB0801,,D102H,,All Inpatients,d,5,,632,1648,2.60759493670886,,372,1655,4.4489247311828,
2018Q1,,SB0801,,D102H,,All Inpatients,d,5,,712,1945,2.73174157303371,,394,1911,4.8502538071066,
