WeekEnding,HB,HBQF,AdmissionType,AdmissionTypeQF,Specialty,SpecialtyQF,NumberAdmissions,Average20182019,PercentVariation
20210613,S08000031,,Planned,,Surgery,,655,739,-11.4
20210613,S08000031,,Planned,,NA,NA,6,5.5,9.1
20210613,S08000032,,Planned,,All,d,177,235,-24.7
20210613,S08000032,,Planned,,Cardiology,,5,1.5,233.3
20210613,S08000032,,Planned,,Gynaecology,,5,19.5,-74.4
20210613,S08000032,,Planned,,Medical (excl. Cardiology & Cancer),,23,14,64.3
20210613,S08000032,,Planned,,Medical (incl. Cardiology & Cancer),,28,16.5,69.7
20210613,S08000032,,Planned,,Paediatrics (medical & surgical),,82,87.5,-6.3
20210613,S08000032,,Planned,,Paediatrics (medical),,82,87.5,-6.3
20210613,S08000032,,Planned,,Surgery,,62,111.5,-44.4
20210613,S92000003,d,Planned,,Accident & Emergency,,9,6.5,38.5
20210613,S92000003,d,Planned,,All,d,3101,3923.5,-21
20210613,S92000003,d,Planned,,Cancer,,122,128,-4.7
20210613,S92000003,d,Planned,,Cardiology,,191,186.5,2.4
20210613,S92000003,d,Planned,,Community,,46,60,-23.3
20210613,S92000003,d,Planned,,Gynaecology,,171,222.5,-23.1
20210613,S92000003,d,Planned,,Medical (excl. Cardiology & Cancer),,642,864,-25.7
20210613,S92000003,d,Planned,,Medical (incl. Cardiology & Cancer),,955,1178.5,-19
20210613,S92000003,d,Planned,,Paediatrics (medical & surgical),,225,247,-8.9
20210613,S92000003,d,Planned,,Paediatrics (medical),,198,207,-4.3
20210613,S92000003,d,Planned,,Paediatrics (surgical),,27,40,-32.5
20210613,S92000003,d,Planned,,Surgery,,1683,2202,-23.6
20210613,S92000003,d,Planned,,NA,NA,6,5.5,9.1
20210613,NA,NA,Planned,,All,d,208,217.5,-4.4
20210613,NA,NA,Planned,,Cardiology,,73,62,17.7
20210613,NA,NA,Planned,,Medical (excl. Cardiology & Cancer),,5,4,25
20210613,NA,NA,Planned,,Medical (incl. Cardiology & Cancer),,80,66,21.2
20210613,NA,NA,Planned,,Surgery,,125,151.5,-17.5
20210620,S08000015,,Planned,,All,d,84,110.5,-24
20210620,S08000015,,Planned,,Medical (excl. Cardiology & Cancer),,8,10.5,-23.8
20210620,S08000015,,Planned,,Medical (incl. Cardiology & Cancer),,12,13.5,-11.1
20210620,S08000015,,Planned,,Surgery,,68,90,-24.4
20210620,S08000016,,Planned,,All,d,29,41,-29.3
20210620,S08000016,,Planned,,Community,,16,12,33.3
20210620,S08000016,,Planned,,Surgery,,11,25,-56
20210620,S08000017,,Planned,,All,d,68,82,-17.1
20210620,S08000017,,Planned,,Community,,15,9,66.7
20210620,S08000017,,Planned,,Medical (excl. Cardiology & Cancer),,16,19.5,-17.9
20210620,S08000017,,Planned,,Medical (incl. Cardiology & Cancer),,20,23.5,-14.9
20210620,S08000017,,Planned,,Paediatrics (medical & surgical),,8,4,100
20210620,S08000017,,Planned,,Paediatrics (medical),,8,4,100
20210620,S08000017,,Planned,,Surgery,,23,41.5,-44.6
20210620,S08000019,,Planned,,All,d,137,155,-11.6
20210620,S08000019,,Planned,,Gynaecology,,9,9,-0
20210620,S08000019,,Planned,,Medical (excl. Cardiology & Cancer),,40,68,-41.2
20210620,S08000019,,Planned,,Medical (incl. Cardiology & Cancer),,44,73,-39.7
20210620,S08000019,,Planned,,Paediatrics (medical & surgical),,32,6.5,392.3
20210620,S08000019,,Planned,,Paediatrics (medical),,32,6.5,392.3
20210620,S08000019,,Planned,,Surgery,,50,66.5,-24.8
20210620,S08000020,,Planned,,All,d,212,386,-45.1
20210620,S08000020,,Planned,,Cancer,,6,15,-60
20210620,S08000020,,Planned,,Community,,5,10.5,-52.4
20210620,S08000020,,Planned,,Gynaecology,,11,24.5,-55.1
20210620,S08000020,,Planned,,Medical (excl. Cardiology & Cancer),,30,89,-66.3
20210620,S08000020,,Planned,,Medical (incl. Cardiology & Cancer),,39,112,-65.2
20210620,S08000020,,Planned,,Paediatrics (medical & surgical),,8,15,-46.7
20210620,S08000020,,Planned,,Surgery,,148,223,-33.6
20210620,S08000022,,Planned,,All,d,104,180.5,-42.4
20210620,S08000022,,Planned,,Community,,11,19.5,-43.6
20210620,S08000022,,Planned,,Gynaecology,,5,7,-28.6
20210620,S08000022,,Planned,,Medical (excl. Cardiology & Cancer),,29,43,-32.6
20210620,S08000022,,Planned,,Medical (incl. Cardiology & Cancer),,32,50.5,-36.6
20210620,S08000022,,Planned,,Surgery,,52,99,-47.5
20210620,S08000024,,Planned,,Accident & Emergency,,5,3,66.7
20210620,S08000024,,Planned,,All,d,483,595,-18.8
20210620,S08000024,,Planned,,Cancer,,53,35.5,49.3
20210620,S08000024,,Planned,,Cardiology,,37,36,2.8
20210620,S08000024,,Planned,,Gynaecology,,30,41,-26.8
20210620,S08000024,,Planned,,Medical (excl. Cardiology & Cancer),,74,91,-18.7
20210620,S08000024,,Planned,,Medical (incl. Cardiology & Cancer),,164,162.5,0.9
20210620,S08000024,,Planned,,Paediatrics (medical & surgical),,35,22,59.1
20210620,S08000024,,Planned,,Paediatrics (medical),,24,14.5,65.5
20210620,S08000024,,Planned,,Paediatrics (surgical),,11,7.5,46.7
20210620,S08000024,,Planned,,Surgery,,248,366.5,-32.3
20210620,S08000028,,Planned,,All,d,13,14,-7.1
20210620,S08000028,,Planned,,Surgery,,7,10,-30
20210620,S08000029,,Planned,,All,d,115,127.5,-9.8
20210620,S08000029,,Planned,,Community,,5,4.5,11.1
20210620,S08000029,,Planned,,Gynaecology,,8,16,-50
20210620,S08000029,,Planned,,Medical (excl. Cardiology & Cancer),,20,13.5,48.1
20210620,S08000029,,Planned,,Medical (incl. Cardiology & Cancer),,21,15,40
20210620,S08000029,,Planned,,Surgery,,79,85,-7.1
20210620,S08000030,,Planned,,All,d,216,305,-29.2
20210620,S08000030,,Planned,,Cancer,,5,3.5,42.9
20210620,S08000030,,Planned,,Cardiology,,10,13.5,-25.9
20210620,S08000030,,Planned,,Gynaecology,,10,35.5,-71.8
20210620,S08000030,,Planned,,Medical (excl. Cardiology & Cancer),,42,48,-12.5
20210620,S08000030,,Planned,,Medical (incl. Cardiology & Cancer),,57,65,-12.3
20210620,S08000030,,Planned,,Paediatrics (medical & surgical),,13,20,-35
20210620,S08000030,,Planned,,Paediatrics (medical),,12,20,-40
20210620,S08000030,,Planned,,Surgery,,134,178.5,-24.9
20210620,S08000031,,Planned,,All,d,1296,1355,-4.4
20210620,S08000031,,Planned,,Cancer,,55,64,-14.1
20210620,S08000031,,Planned,,Cardiology,,47,58,-19
20210620,S08000031,,Planned,,Gynaecology,,96,97,-1
20210620,S08000031,,Planned,,Medical (excl. Cardiology & Cancer),,340,335,1.5
20210620,S08000031,,Planned,,Medical (incl. Cardiology & Cancer),,442,457,-3.3
20210620,S08000031,,Planned,,Paediatrics (medical & surgical),,62,83.5,-25.7
20210620,S08000031,,Planned,,Paediatrics (medical),,43,56,-23.2
20210620,S08000031,,Planned,,Paediatrics (surgical),,19,27.5,-30.9
20210620,S08000031,,Planned,,Surgery,,691,711,-2.8
20210620,S08000032,,Planned,,All,d,171,249,-31.3
20210620,S08000032,,Planned,,Gynaecology,,6,13,-53.8
20210620,S08000032,,Planned,,Medical (excl. Cardiology & Cancer),,13,15.5,-16.1
20210620,S08000032,,Planned,,Medical (incl. Cardiology & Cancer),,15,18.5,-18.9
20210620,S08000032,,Planned,,Paediatrics (medical & surgical),,89,98,-9.2
20210620,S08000032,,Planned,,Paediatrics (medical),,89,98,-9.2
20210620,S08000032,,Planned,,Surgery,,61,119.5,-49
20210620,S92000003,d,Planned,,Accident & Emergency,,8,6,33.3
20210620,S92000003,d,Planned,,All,d,3117,3836,-18.7
20210620,S92000003,d,Planned,,Cancer,,123,121,1.7
20210620,S92000003,d,Planned,,Cardiology,,178,207,-14
20210620,S92000003,d,Planned,,Community,,56,62.5,-10.4
20210620,S92000003,d,Planned,,Gynaecology,,180,248.5,-27.6
20210620,S92000003,d,Planned,,Medical (excl. Cardiology & Cancer),,623,743,-16.2
20210620,S92000003,d,Planned,,Medical (incl. Cardiology & Cancer),,924,1071,-13.7
20210620,S92000003,d,Planned,,Paediatrics (medical & surgical),,255,267.5,-4.7
20210620,S92000003,d,Planned,,Paediatrics (medical),,220,230,-4.3
20210620,S92000003,d,Planned,,Paediatrics (surgical),,35,37.5,-6.7
20210620,S92000003,d,Planned,,Surgery,,1686,2174,-22.4
20210620,NA,NA,Planned,,All,d,182,223,-18.4
20210620,NA,NA,Planned,,Cardiology,,64,69.5,-7.9
20210620,NA,NA,Planned,,Medical (incl. Cardiology & Cancer),,69,73,-5.5
20210620,NA,NA,Planned,,Surgery,,111,150,-26
20210627,S08000015,,Planned,,All,d,60,109,-45
20210627,S08000015,,Planned,,Medical (excl. Cardiology & Cancer),,7,8.5,-17.6
20210627,S08000015,,Planned,,Medical (incl. Cardiology & Cancer),,9,11,-18.2
20210627,S08000015,,Planned,,Paediatrics (medical & surgical),,6,6,-0
20210627,S08000015,,Planned,,Paediatrics (medical),,6,6,-0
20210627,S08000015,,Planned,,Surgery,,45,92,-51.1
20210627,S08000016,,Planned,,All,d,32,41.5,-22.9
20210627,S08000016,,Planned,,Community,,16,16.5,-3
20210627,S08000016,,Planned,,Surgery,,13,22,-40.9
20210627,S08000017,,Planned,,All,d,54,101.5,-46.8
20210627,S08000017,,Planned,,Cardiology,,6,4.5,33.3
20210627,S08000017,,Planned,,Community,,12,11,9.1
20210627,S08000017,,Planned,,Medical (excl. Cardiology & Cancer),,14,28.5,-50.9
20210627,S08000017,,Planned,,Medical (incl. Cardiology & Cancer),,20,33,-39.4
20210627,S08000017,,Planned,,Paediatrics (medical & surgical),,8,4,100
20210627,S08000017,,Planned,,Paediatrics (medical),,8,4,100
20210627,S08000017,,Planned,,Surgery,,13,49,-73.5
20210627,S08000019,,Planned,,All,d,107,154.5,-30.7
20210627,S08000019,,Planned,,Gynaecology,,7,9,-22.2
20210627,S08000019,,Planned,,Medical (excl. Cardiology & Cancer),,36,73,-50.7
20210627,S08000019,,Planned,,Medical (incl. Cardiology & Cancer),,40,79,-49.4
20210627,S08000019,,Planned,,Paediatrics (medical & surgical),,30,8,275
20210627,S08000019,,Planned,,Paediatrics (medical),,30,8,275
20210627,S08000019,,Planned,,Surgery,,28,56,-50
20210627,S08000020,,Planned,,All,d,204,337.5,-39.6
20210627,S08000020,,Planned,,Cancer,,7,10.5,-33.3
20210627,S08000020,,Planned,,Cardiology,,6,6,-0
20210627,S08000020,,Planned,,Gynaecology,,10,25,-60
20210627,S08000020,,Planned,,Medical (excl. Cardiology & Cancer),,37,71.5,-48.3
20210627,S08000020,,Planned,,Medical (incl. Cardiology & Cancer),,50,88,-43.2
20210627,S08000020,,Planned,,Paediatrics (medical & surgical),,7,13.5,-48.1
20210627,S08000020,,Planned,,Paediatrics (medical),,5,8.5,-41.2
20210627,S08000020,,Planned,,Surgery,,134,200,-33
20210627,S08000022,,Planned,,All,d,139,200,-30.5
20210627,S08000022,,Planned,,Cardiology,,5,9.5,-47.4
20210627,S08000022,,Planned,,Community,,23,21.5,7
20210627,S08000022,,Planned,,Gynaecology,,7,10,-30
20210627,S08000022,,Planned,,Medical (excl. Cardiology & Cancer),,32,39,-17.9
20210627,S08000022,,Planned,,Medical (incl. Cardiology & Cancer),,37,54,-31.5
20210627,S08000022,,Planned,,Paediatrics (medical & surgical),,9,5,80
20210627,S08000022,,Planned,,Paediatrics (medical),,9,5,80
20210627,S08000022,,Planned,,Surgery,,61,109.5,-44.3
20210627,S08000024,,Planned,,All,d,475,602.5,-21.2
20210627,S08000024,,Planned,,Cancer,,52,39,33.3
20210627,S08000024,,Planned,,Cardiology,,38,38.5,-1.3
20210627,S08000024,,Planned,,Gynaecology,,28,33,-15.2
20210627,S08000024,,Planned,,Medical (excl. Cardiology & Cancer),,87,103.5,-15.9
20210627,S08000024,,Planned,,Medical (incl. Cardiology & Cancer),,177,181,-2.2
20210627,S08000024,,Planned,,Paediatrics (medical & surgical),,25,25.5,-2
20210627,S08000024,,Planned,,Paediatrics (medical),,18,18.5,-2.7
20210627,S08000024,,Planned,,Paediatrics (surgical),,7,7,-0
20210627,S08000024,,Planned,,Surgery,,242,357.5,-32.3
20210627,S08000028,,Planned,,All,d,16,17,-5.9
20210627,S08000028,,Planned,,Medical (excl. Cardiology & Cancer),,5,2.5,100
20210627,S08000028,,Planned,,Medical (incl. Cardiology & Cancer),,5,2.5,100
20210627,S08000028,,Planned,,Surgery,,10,11.5,-13
20210627,S08000029,,Planned,,All,d,110,123.5,-10.9
20210627,S08000029,,Planned,,Community,,8,3.5,128.6
20210627,S08000029,,Planned,,Gynaecology,,7,12.5,-44
20210627,S08000029,,Planned,,Medical (excl. Cardiology & Cancer),,19,20,-5
20210627,S08000029,,Planned,,Medical (incl. Cardiology & Cancer),,23,22.5,2.2
20210627,S08000029,,Planned,,Surgery,,71,78,-9
20210627,S08000030,,Planned,,All,d,223,283.5,-21.3
20210627,S08000030,,Planned,,Cancer,,10,3.5,185.7
20210627,S08000030,,Planned,,Cardiology,,7,14.5,-51.7
20210627,S08000030,,Planned,,Gynaecology,,16,25,-36
20210627,S08000030,,Planned,,Medical (excl. Cardiology & Cancer),,35,49.5,-29.3
20210627,S08000030,,Planned,,Medical (incl. Cardiology & Cancer),,52,67.5,-23
20210627,S08000030,,Planned,,Paediatrics (medical & surgical),,18,23,-21.7
20210627,S08000030,,Planned,,Paediatrics (medical),,16,20.5,-22
20210627,S08000030,,Planned,,Surgery,,137,165.5,-17.2
20210627,S08000031,,Planned,,All,d,1241,1421,-12.7
20210627,S08000031,,Planned,,Cancer,,49,59.5,-17.6
20210627,S08000031,,Planned,,Cardiology,,47,58.5,-19.7
20210627,S08000031,,Planned,,Gynaecology,,91,104,-12.5
20210627,S08000031,,Planned,,Medical (excl. Cardiology & Cancer),,306,370.5,-17.4
20210627,S08000031,,Planned,,Medical (incl. Cardiology & Cancer),,402,488.5,-17.7
20210627,S08000031,,Planned,,Paediatrics (medical & surgical),,46,89.5,-48.6
20210627,S08000031,,Planned,,Paediatrics (medical),,33,63.5,-48
20210627,S08000031,,Planned,,Paediatrics (surgical),,13,26,-50
20210627,S08000031,,Planned,,Surgery,,689,730,-5.6
20210627,S08000031,,Planned,,NA,NA,9,5,80
20210627,S08000032,,Planned,,All,d,223,245,-9
20210627,S08000032,,Planned,,Gynaecology,,5,14.5,-65.5
20210627,S08000032,,Planned,,Medical (excl. Cardiology & Cancer),,36,18.5,94.6
20210627,S08000032,,Planned,,Medical (incl. Cardiology & Cancer),,37,20,85
20210627,S08000032,,Planned,,Paediatrics (medical & surgical),,100,93.5,7
20210627,S08000032,,Planned,,Paediatrics (medical),,100,93.5,7
20210627,S08000032,,Planned,,Surgery,,81,117,-30.8
20210627,S92000003,d,Planned,,Accident & Emergency,,7,9.5,-26.3
20210627,S92000003,d,Planned,,All,d,3081,3871.5,-20.4
20210627,S92000003,d,Planned,,Cancer,,120,120,-0
20210627,S92000003,d,Planned,,Cardiology,,183,213.5,-14.3
20210627,S92000003,d,Planned,,Community,,63,66,-4.5
20210627,S92000003,d,Planned,,Gynaecology,,173,240,-27.9
20210627,S92000003,d,Planned,,Medical (excl. Cardiology & Cancer),,623,793.5,-21.5
20210627,S92000003,d,Planned,,Medical (incl. Cardiology & Cancer),,926,1127,-17.8
20210627,S92000003,d,Planned,,Paediatrics (medical & surgical),,250,275.5,-9.3
20210627,S92000003,d,Planned,,Paediatrics (medical),,226,235,-3.8
20210627,S92000003,d,Planned,,Paediatrics (surgical),,24,40.5,-40.7
20210627,S92000003,d,Planned,,Surgery,,1649,2144,-23.1
20210627,S92000003,d,Planned,,NA,NA,9,5,80
20210627,NA,NA,Planned,,All,d,190,224,-15.2
20210627,NA,NA,Planned,,Cardiology,,63,69.5,-9.4
20210627,NA,NA,Planned,,Medical (incl. Cardiology & Cancer),,68,73,-6.8
20210627,NA,NA,Planned,,Surgery,,121,151,-19.9
20210704,S08000015,,Planned,,All,d,71,88.5,-19.8
20210704,S08000015,,Planned,,Cardiology,,7,2.5,180
20210704,S08000015,,Planned,,Medical (excl. Cardiology & Cancer),,5,7,-28.6
20210704,S08000015,,Planned,,Medical (incl. Cardiology & Cancer),,12,9.5,26.3
20210704,S08000015,,Planned,,Paediatrics (medical & surgical),,5,10.5,-52.4
20210704,S08000015,,Planned,,Paediatrics (medical),,5,10.5,-52.4
20210704,S08000015,,Planned,,Surgery,,54,68,-20.6
20210704,S08000016,,Planned,,All,d,31,35.5,-12.7
20210704,S08000016,,Planned,,Community,,18,13.5,33.3
20210704,S08000016,,Planned,,Surgery,,9,19,-52.6
20210704,S08000017,,Planned,,All,d,59,84.5,-30.2
20210704,S08000017,,Planned,,Community,,12,8.5,41.2
20210704,S08000017,,Planned,,Medical (excl. Cardiology & Cancer),,12,23,-47.8
20210704,S08000017,,Planned,,Medical (incl. Cardiology & Cancer),,13,28,-53.6
20210704,S08000017,,Planned,,Paediatrics (medical & surgical),,8,5.5,45.5
20210704,S08000017,,Planned,,Paediatrics (medical),,8,5.5,45.5
20210704,S08000017,,Planned,,Surgery,,25,39,-35.9
20210704,S08000019,,Planned,,All,d,143,150,-4.7
20210704,S08000019,,Planned,,Cardiology,,5,1,400
20210704,S08000019,,Planned,,Medical (excl. Cardiology & Cancer),,53,70,-24.3
20210704,S08000019,,Planned,,Medical (incl. Cardiology & Cancer),,58,71,-18.3
20210704,S08000019,,Planned,,Paediatrics (medical & surgical),,30,6.5,361.5
20210704,S08000019,,Planned,,Paediatrics (medical),,30,6.5,361.5
20210704,S08000019,,Planned,,Surgery,,49,61.5,-20.3
20210704,S08000020,,Planned,,All,d,218,397,-45.1
20210704,S08000020,,Planned,,Cancer,,6,12,-50
20210704,S08000020,,Planned,,Cardiology,,6,6.5,-7.7
20210704,S08000020,,Planned,,Gynaecology,,16,21.5,-25.6
20210704,S08000020,,Planned,,Medical (excl. Cardiology & Cancer),,33,98,-66.3
20210704,S08000020,,Planned,,Medical (incl. Cardiology & Cancer),,45,116.5,-61.4
20210704,S08000020,,Planned,,Paediatrics (medical & surgical),,9,10.5,-14.3
20210704,S08000020,,Planned,,Paediatrics (medical),,6,4,50
20210704,S08000020,,Planned,,Surgery,,143,238.5,-40
20210704,S08000022,,Planned,,All,d,139,185,-24.9
20210704,S08000022,,Planned,,Community,,23,18,27.8
20210704,S08000022,,Planned,,Gynaecology,,9,9,-0
20210704,S08000022,,Planned,,Medical (excl. Cardiology & Cancer),,23,33.5,-31.3
20210704,S08000022,,Planned,,Medical (incl. Cardiology & Cancer),,29,46.5,-37.6
20210704,S08000022,,Planned,,Paediatrics (medical & surgical),,10,9,11.1
20210704,S08000022,,Planned,,Paediatrics (medical),,9,9,-0
20210704,S08000022,,Planned,,Surgery,,68,102.5,-33.7
20210704,S08000024,,Planned,,All,d,448,601.5,-25.5
20210704,S08000024,,Planned,,Cancer,,45,41.5,8.4
20210704,S08000024,,Planned,,Cardiology,,27,34.5,-21.7
20210704,S08000024,,Planned,,Gynaecology,,27,31.5,-14.3
20210704,S08000024,,Planned,,Medical (excl. Cardiology & Cancer),,68,115,-40.9
20210704,S08000024,,Planned,,Medical (incl. Cardiology & Cancer),,140,191,-26.7
20210704,S08000024,,Planned,,Paediatrics (medical & surgical),,20,18.5,8.1
20210704,S08000024,,Planned,,Paediatrics (medical),,12,13,-7.7
20210704,S08000024,,Planned,,Paediatrics (surgical),,8,5.5,45.5
20210704,S08000024,,Planned,,Surgery,,259,357.5,-27.6
20210704,S08000025,,Planned,,All,d,5,3,66.7
20210704,S08000026,,Planned,,All,d,5,4.5,11.1
20210704,S08000028,,Planned,,All,d,15,16.5,-9.1
20210704,S08000028,,Planned,,Surgery,,8,11.5,-30.4
20210704,S08000029,,Planned,,All,d,85,133.5,-36.3
20210704,S08000029,,Planned,,Gynaecology,,7,17.5,-60
20210704,S08000029,,Planned,,Medical (excl. Cardiology & Cancer),,13,16,-18.8
20210704,S08000029,,Planned,,Medical (incl. Cardiology & Cancer),,14,20,-30
20210704,S08000029,,Planned,,Surgery,,63,79,-20.3
20210704,S08000030,,Planned,,All,d,204,296,-31.1
20210704,S08000030,,Planned,,Cardiology,,11,9,22.2
20210704,S08000030,,Planned,,Gynaecology,,15,26,-42.3
20210704,S08000030,,Planned,,Medical (excl. Cardiology & Cancer),,37,54,-31.5
20210704,S08000030,,Planned,,Medical (incl. Cardiology & Cancer),,50,71,-29.6
20210704,S08000030,,Planned,,Paediatrics (medical & surgical),,19,22,-13.6
20210704,S08000030,,Planned,,Paediatrics (medical),,17,20.5,-17.1
20210704,S08000030,,Planned,,Surgery,,120,171.5,-30
20210704,S08000031,,Planned,,All,d,1170,1407,-16.8
20210704,S08000031,,Planned,,Cancer,,58,60.5,-4.1
20210704,S08000031,,Planned,,Cardiology,,35,62.5,-44
20210704,S08000031,,Planned,,Gynaecology,,92,97.5,-5.6
20210704,S08000031,,Planned,,Medical (excl. Cardiology & Cancer),,284,365,-22.2
20210704,S08000031,,Planned,,Medical (incl. Cardiology & Cancer),,377,488,-22.7
20210704,S08000031,,Planned,,Paediatrics (medical & surgical),,47,66,-28.8
20210704,S08000031,,Planned,,Paediatrics (medical),,37,45.5,-18.7
20210704,S08000031,,Planned,,Paediatrics (surgical),,10,20.5,-51.2
20210704,S08000031,,Planned,,Surgery,,648,748,-13.4
20210704,S08000031,,Planned,,NA,NA,6,5,20
20210704,S08000032,,Planned,,All,d,186,237.5,-21.7
20210704,S08000032,,Planned,,Gynaecology,,5,13,-61.5
20210704,S08000032,,Planned,,Medical (excl. Cardiology & Cancer),,26,19.5,33.3
20210704,S08000032,,Planned,,Medical (incl. Cardiology & Cancer),,28,24,16.7
20210704,S08000032,,Planned,,Paediatrics (medical & surgical),,91,87,4.6
20210704,S08000032,,Planned,,Paediatrics (medical),,91,87,4.6
20210704,S08000032,,Planned,,Surgery,,62,113.5,-45.4
20210704,S92000003,d,Planned,,All,d,2973,3855.5,-22.9
20210704,S92000003,d,Planned,,Cancer,,115,128.5,-10.5
20210704,S92000003,d,Planned,,Cardiology,,158,207.5,-23.9
20210704,S92000003,d,Planned,,Community,,59,60.5,-2.5
20210704,S92000003,d,Planned,,Gynaecology,,182,229.5,-20.7
20210704,S92000003,d,Planned,,Medical (excl. Cardiology & Cancer),,565,811.5,-30.4
20210704,S92000003,d,Planned,,Medical (incl. Cardiology & Cancer),,838,1147.5,-27
20210704,S92000003,d,Planned,,Paediatrics (medical & surgical),,239,246,-2.8
20210704,S92000003,d,Planned,,Paediatrics (medical),,215,212,1.4
20210704,S92000003,d,Planned,,Paediatrics (surgical),,24,34,-29.4
20210704,S92000003,d,Planned,,Surgery,,1644,2154.5,-23.7
20210704,S92000003,d,Planned,,NA,NA,6,5,20
20210704,NA,NA,Planned,,All,d,194,215.5,-10
20210704,NA,NA,Planned,,Cardiology,,58,71.5,-18.9
20210704,NA,NA,Planned,,Medical (incl. Cardiology & Cancer),,61,75,-18.7
20210704,NA,NA,Planned,,Surgery,,130,140.5,-7.5
20210711,S08000015,,Planned,,All,d,59,96.5,-38.9
20210711,S08000015,,Planned,,Cardiology,,5,2,150
20210711,S08000015,,Planned,,Medical (excl. Cardiology & Cancer),,14,11.5,21.7
20210711,S08000015,,Planned,,Medical (incl. Cardiology & Cancer),,19,13.5,40.7
20210711,S08000015,,Planned,,Surgery,,36,76.5,-52.9
20210711,S08000016,,Planned,,All,d,34,35.5,-4.2
20210711,S08000016,,Planned,,Community,,18,11.5,56.5
20210711,S08000016,,Planned,,Surgery,,14,21.5,-34.9
20210711,S08000017,,Planned,,All,d,59,78.5,-24.8
20210711,S08000017,,Planned,,Cardiology,,6,3.5,71.4
20210711,S08000017,,Planned,,Community,,14,11.5,21.7
20210711,S08000017,,Planned,,Medical (excl. Cardiology & Cancer),,15,21,-28.6
20210711,S08000017,,Planned,,Medical (incl. Cardiology & Cancer),,21,25,-16
20210711,S08000017,,Planned,,Paediatrics (medical & surgical),,7,5,40
20210711,S08000017,,Planned,,Paediatrics (medical),,7,5,40
20210711,S08000017,,Planned,,Surgery,,14,34.5,-59.4
20210711,S08000019,,Planned,,All,d,145,174,-16.7
20210711,S08000019,,Planned,,Gynaecology,,10,7.5,33.3
20210711,S08000019,,Planned,,Medical (excl. Cardiology & Cancer),,50,85.5,-41.5
20210711,S08000019,,Planned,,Medical (incl. Cardiology & Cancer),,54,89,-39.3
20210711,S08000019,,Planned,,Paediatrics (medical & surgical),,43,12,258.3
20210711,S08000019,,Planned,,Paediatrics (medical),,43,12,258.3
20210711,S08000019,,Planned,,Surgery,,37,64.5,-42.6
20210711,S08000020,,Planned,,All,d,208,359.5,-42.1
20210711,S08000020,,Planned,,Cancer,,7,12,-41.7
20210711,S08000020,,Planned,,Cardiology,,5,7,-28.6
20210711,S08000020,,Planned,,Gynaecology,,9,14.5,-37.9
20210711,S08000020,,Planned,,Medical (excl. Cardiology & Cancer),,35,100.5,-65.2
20210711,S08000020,,Planned,,Medical (incl. Cardiology & Cancer),,47,119.5,-60.7
20210711,S08000020,,Planned,,Surgery,,147,202.5,-27.4
20210711,S08000022,,Planned,,All,d,130,179,-27.4
20210711,S08000022,,Planned,,Cancer,,10,8.5,17.6
20210711,S08000022,,Planned,,Cardiology,,7,6.5,7.7
20210711,S08000022,,Planned,,Community,,11,21.5,-48.8
20210711,S08000022,,Planned,,Medical (excl. Cardiology & Cancer),,33,47,-29.8
20210711,S08000022,,Planned,,Medical (incl. Cardiology & Cancer),,50,62,-19.4
20210711,S08000022,,Planned,,Paediatrics (medical & surgical),,5,5.5,-9.1
20210711,S08000022,,Planned,,Paediatrics (medical),,5,5.5,-9.1
20210711,S08000022,,Planned,,Surgery,,60,82.5,-27.3
20210711,S08000024,,Planned,,All,d,412,547,-24.7
20210711,S08000024,,Planned,,Cancer,,50,44,13.6
20210711,S08000024,,Planned,,Cardiology,,22,34.5,-36.2
20210711,S08000024,,Planned,,Gynaecology,,26,29.5,-11.9
20210711,S08000024,,Planned,,Medical (excl. Cardiology & Cancer),,71,93,-23.7
20210711,S08000024,,Planned,,Medical (incl. Cardiology & Cancer),,143,171.5,-16.6
20210711,S08000024,,Planned,,Paediatrics (medical & surgical),,15,24.5,-38.8
20210711,S08000024,,Planned,,Paediatrics (medical),,13,15.5,-16.1
20210711,S08000024,,Planned,,Surgery,,224,319,-29.8
20210711,S08000025,,Planned,,All,d,5,7,-28.6
20210711,S08000028,,Planned,,All,d,18,14,28.6
20210711,S08000028,,Planned,,Community,,5,2.5,100
20210711,S08000028,,Planned,,Surgery,,11,7.5,46.7
20210711,S08000029,,Planned,,All,d,100,115.5,-13.4
20210711,S08000029,,Planned,,Gynaecology,,9,9,-0
20210711,S08000029,,Planned,,Medical (excl. Cardiology & Cancer),,20,13.5,48.1
20210711,S08000029,,Planned,,Medical (incl. Cardiology & Cancer),,23,18,27.8
20210711,S08000029,,Planned,,Surgery,,67,75.5,-11.3
20210711,S08000030,,Planned,,All,d,181,211.5,-14.4
20210711,S08000030,,Planned,,Cardiology,,8,13,-38.5
20210711,S08000030,,Planned,,Gynaecology,,11,14.5,-24.1
20210711,S08000030,,Planned,,Medical (excl. Cardiology & Cancer),,32,44.5,-28.1
20210711,S08000030,,Planned,,Medical (incl. Cardiology & Cancer),,42,62.5,-32.8
20210711,S08000030,,Planned,,Paediatrics (medical & surgical),,24,19,26.3
20210711,S08000030,,Planned,,Paediatrics (medical),,23,18.5,24.3
20210711,S08000030,,Planned,,Surgery,,103,113,-8.8
20210711,S08000031,,Planned,,All,d,1116,1326,-15.8
20210711,S08000031,,Planned,,Cancer,,72,62.5,15.2
