month_of_delay,hbt,age_group,number_of_delayed_bed_days,average_daily_number_of_delayed_beds,reason_for_delay
2021-09-01,S08000031,75plus,250,8,Patient and Family Related Reasons
2021-09-01,S08000031,75plus,1685,56,Code 9 AWI
2021-09-01,S08000031,75plus,225,8,Code 9 Non-AWI
2021-09-01,S08000032,18plus,4896,163,All Delay Reasons
2021-09-01,S08000032,18plus,3959,132,Health and Social Care Reasons
2021-09-01,S08000032,18plus,1,0,Patient and Family Related Reasons
2021-09-01,S08000032,18plus,807,27,Code 9 AWI
2021-09-01,S08000032,18plus,129,4,Code 9 Non-AWI
2021-09-01,S08000032,18-74,1611,54,All Delay Reasons
2021-09-01,S08000032,18-74,1235,41,Health and Social Care Reasons
2021-09-01,S08000032,18-74,0,0,Patient and Family Related Reasons
2021-09-01,S08000032,18-74,299,10,Code 9 AWI
2021-09-01,S08000032,18-74,77,3,Code 9 Non-AWI
2021-09-01,S08000032,75plus,3285,110,All Delay Reasons
2021-09-01,S08000032,75plus,2724,91,Health and Social Care Reasons
2021-09-01,S08000032,75plus,1,0,Patient and Family Related Reasons
2021-09-01,S08000032,75plus,508,17,Code 9 AWI
2021-09-01,S08000032,75plus,52,2,Code 9 Non-AWI
2021-09-01,S92000003,18plus,48436,1615,All Delay Reasons
2021-09-01,S92000003,18plus,34618,1154,Health and Social Care Reasons
2021-09-01,S92000003,18plus,1269,42,Patient and Family Related Reasons
2021-09-01,S92000003,18plus,8547,285,Code 9 AWI
2021-09-01,S92000003,18plus,4002,133,Code 9 Non-AWI
2021-09-01,S92000003,18-74,16579,553,All Delay Reasons
2021-09-01,S92000003,18-74,10691,356,Health and Social Care Reasons
2021-09-01,S92000003,18-74,197,7,Patient and Family Related Reasons
2021-09-01,S92000003,18-74,3092,103,Code 9 AWI
2021-09-01,S92000003,18-74,2599,87,Code 9 Non-AWI
2021-09-01,S92000003,75plus,31857,1062,All Delay Reasons
2021-09-01,S92000003,75plus,23927,798,Health and Social Care Reasons
2021-09-01,S92000003,75plus,1072,36,Patient and Family Related Reasons
2021-09-01,S92000003,75plus,5455,182,Code 9 AWI
2021-09-01,S92000003,75plus,1403,47,Code 9 Non-AWI
2021-10-01,S08000015,18plus,4654,150,All Delay Reasons
2021-10-01,S08000015,18plus,2944,95,Health and Social Care Reasons
2021-10-01,S08000015,18plus,0,0,Patient and Family Related Reasons
2021-10-01,S08000015,18plus,746,24,Code 9 AWI
2021-10-01,S08000015,18plus,964,31,Code 9 Non-AWI
2021-10-01,S08000015,18-74,1528,49,All Delay Reasons
2021-10-01,S08000015,18-74,785,25,Health and Social Care Reasons
2021-10-01,S08000015,18-74,0,0,Patient and Family Related Reasons
2021-10-01,S08000015,18-74,343,11,Code 9 AWI
2021-10-01,S08000015,18-74,400,13,Code 9 Non-AWI
2021-10-01,S08000015,75plus,3126,101,All Delay Reasons
2021-10-01,S08000015,75plus,2159,70,Health and Social Care Reasons
2021-10-01,S08000015,75plus,0,0,Patient and Family Related Reasons
2021-10-01,S08000015,75plus,403,13,Code 9 AWI
2021-10-01,S08000015,75plus,564,18,Code 9 Non-AWI
2021-10-01,S08000016,18plus,1707,55,All Delay Reasons
2021-10-01,S08000016,18plus,1562,50,Health and Social Care Reasons
2021-10-01,S08000016,18plus,18,1,Patient and Family Related Reasons
2021-10-01,S08000016,18plus,100,3,Code 9 AWI
2021-10-01,S08000016,18plus,27,1,Code 9 Non-AWI
2021-10-01,S08000016,18-74,221,7,All Delay Reasons
2021-10-01,S08000016,18-74,213,7,Health and Social Care Reasons
2021-10-01,S08000016,18-74,0,0,Patient and Family Related Reasons
2021-10-01,S08000016,18-74,8,0,Code 9 AWI
2021-10-01,S08000016,18-74,0,0,Code 9 Non-AWI
2021-10-01,S08000016,75plus,1486,48,All Delay Reasons
2021-10-01,S08000016,75plus,1349,44,Health and Social Care Reasons
2021-10-01,S08000016,75plus,18,1,Patient and Family Related Reasons
2021-10-01,S08000016,75plus,92,3,Code 9 AWI
2021-10-01,S08000016,75plus,27,1,Code 9 Non-AWI
2021-10-01,S08000017,18plus,2183,70,All Delay Reasons
2021-10-01,S08000017,18plus,1810,58,Health and Social Care Reasons
2021-10-01,S08000017,18plus,41,1,Patient and Family Related Reasons
2021-10-01,S08000017,18plus,249,8,Code 9 AWI
2021-10-01,S08000017,18plus,83,3,Code 9 Non-AWI
2021-10-01,S08000017,18-74,683,22,All Delay Reasons
2021-10-01,S08000017,18-74,559,18,Health and Social Care Reasons
2021-10-01,S08000017,18-74,4,0,Patient and Family Related Reasons
2021-10-01,S08000017,18-74,50,2,Code 9 AWI
2021-10-01,S08000017,18-74,70,2,Code 9 Non-AWI
2021-10-01,S08000017,75plus,1500,48,All Delay Reasons
2021-10-01,S08000017,75plus,1251,40,Health and Social Care Reasons
2021-10-01,S08000017,75plus,37,1,Patient and Family Related Reasons
2021-10-01,S08000017,75plus,199,6,Code 9 AWI
2021-10-01,S08000017,75plus,13,0,Code 9 Non-AWI
2021-10-01,S08000019,18plus,3910,126,All Delay Reasons
2021-10-01,S08000019,18plus,2848,92,Health and Social Care Reasons
2021-10-01,S08000019,18plus,121,4,Patient and Family Related Reasons
2021-10-01,S08000019,18plus,766,25,Code 9 AWI
2021-10-01,S08000019,18plus,175,6,Code 9 Non-AWI
2021-10-01,S08000019,18-74,1266,41,All Delay Reasons
2021-10-01,S08000019,18-74,922,30,Health and Social Care Reasons
2021-10-01,S08000019,18-74,31,1,Patient and Family Related Reasons
2021-10-01,S08000019,18-74,182,6,Code 9 AWI
2021-10-01,S08000019,18-74,131,4,Code 9 Non-AWI
2021-10-01,S08000019,75plus,2644,85,All Delay Reasons
2021-10-01,S08000019,75plus,1926,62,Health and Social Care Reasons
2021-10-01,S08000019,75plus,90,3,Patient and Family Related Reasons
2021-10-01,S08000019,75plus,584,19,Code 9 AWI
2021-10-01,S08000019,75plus,44,1,Code 9 Non-AWI
2021-10-01,S08000020,18plus,2504,81,All Delay Reasons
2021-10-01,S08000020,18plus,1773,57,Health and Social Care Reasons
2021-10-01,S08000020,18plus,21,1,Patient and Family Related Reasons
2021-10-01,S08000020,18plus,558,18,Code 9 AWI
2021-10-01,S08000020,18plus,152,5,Code 9 Non-AWI
2021-10-01,S08000020,18-74,635,20,All Delay Reasons
2021-10-01,S08000020,18-74,456,15,Health and Social Care Reasons
2021-10-01,S08000020,18-74,0,0,Patient and Family Related Reasons
2021-10-01,S08000020,18-74,157,5,Code 9 AWI
2021-10-01,S08000020,18-74,22,1,Code 9 Non-AWI
2021-10-01,S08000020,75plus,1869,60,All Delay Reasons
2021-10-01,S08000020,75plus,1317,42,Health and Social Care Reasons
2021-10-01,S08000020,75plus,21,1,Patient and Family Related Reasons
2021-10-01,S08000020,75plus,401,13,Code 9 AWI
2021-10-01,S08000020,75plus,130,4,Code 9 Non-AWI
2021-10-01,S08000022,18plus,3682,119,All Delay Reasons
2021-10-01,S08000022,18plus,2647,85,Health and Social Care Reasons
2021-10-01,S08000022,18plus,194,6,Patient and Family Related Reasons
2021-10-01,S08000022,18plus,656,21,Code 9 AWI
2021-10-01,S08000022,18plus,185,6,Code 9 Non-AWI
2021-10-01,S08000022,18-74,902,29,All Delay Reasons
2021-10-01,S08000022,18-74,714,23,Health and Social Care Reasons
2021-10-01,S08000022,18-74,31,1,Patient and Family Related Reasons
2021-10-01,S08000022,18-74,46,1,Code 9 AWI
2021-10-01,S08000022,18-74,111,4,Code 9 Non-AWI
2021-10-01,S08000022,75plus,2780,90,All Delay Reasons
2021-10-01,S08000022,75plus,1933,62,Health and Social Care Reasons
2021-10-01,S08000022,75plus,163,5,Patient and Family Related Reasons
2021-10-01,S08000022,75plus,610,20,Code 9 AWI
2021-10-01,S08000022,75plus,74,2,Code 9 Non-AWI
2021-10-01,S08000024,18plus,8169,264,All Delay Reasons
2021-10-01,S08000024,18plus,6675,215,Health and Social Care Reasons
2021-10-01,S08000024,18plus,292,9,Patient and Family Related Reasons
2021-10-01,S08000024,18plus,864,28,Code 9 AWI
2021-10-01,S08000024,18plus,338,11,Code 9 Non-AWI
2021-10-01,S08000024,18-74,2663,86,All Delay Reasons
2021-10-01,S08000024,18-74,2239,72,Health and Social Care Reasons
2021-10-01,S08000024,18-74,121,4,Patient and Family Related Reasons
2021-10-01,S08000024,18-74,256,8,Code 9 AWI
2021-10-01,S08000024,18-74,47,2,Code 9 Non-AWI
2021-10-01,S08000024,75plus,5506,178,All Delay Reasons
2021-10-01,S08000024,75plus,4436,143,Health and Social Care Reasons
2021-10-01,S08000024,75plus,171,6,Patient and Family Related Reasons
2021-10-01,S08000024,75plus,608,20,Code 9 AWI
2021-10-01,S08000024,75plus,291,9,Code 9 Non-AWI
2021-10-01,S08000025,18plus,80,3,All Delay Reasons
2021-10-01,S08000025,18plus,80,3,Health and Social Care Reasons
2021-10-01,S08000025,18plus,0,0,Patient and Family Related Reasons
2021-10-01,S08000025,18plus,0,0,Code 9 AWI
2021-10-01,S08000025,18plus,0,0,Code 9 Non-AWI
2021-10-01,S08000025,18-74,0,0,All Delay Reasons
2021-10-01,S08000025,18-74,0,0,Health and Social Care Reasons
2021-10-01,S08000025,18-74,0,0,Patient and Family Related Reasons
2021-10-01,S08000025,18-74,0,0,Code 9 AWI
2021-10-01,S08000025,18-74,0,0,Code 9 Non-AWI
2021-10-01,S08000025,75plus,80,3,All Delay Reasons
2021-10-01,S08000025,75plus,80,3,Health and Social Care Reasons
2021-10-01,S08000025,75plus,0,0,Patient and Family Related Reasons
2021-10-01,S08000025,75plus,0,0,Code 9 AWI
2021-10-01,S08000025,75plus,0,0,Code 9 Non-AWI
2021-10-01,S08000026,18plus,92,3,All Delay Reasons
2021-10-01,S08000026,18plus,92,3,Health and Social Care Reasons
2021-10-01,S08000026,18plus,0,0,Patient and Family Related Reasons
2021-10-01,S08000026,18plus,0,0,Code 9 AWI
2021-10-01,S08000026,18plus,0,0,Code 9 Non-AWI
2021-10-01,S08000026,18-74,40,1,All Delay Reasons
2021-10-01,S08000026,18-74,40,1,Health and Social Care Reasons
2021-10-01,S08000026,18-74,0,0,Patient and Family Related Reasons
2021-10-01,S08000026,18-74,0,0,Code 9 AWI
2021-10-01,S08000026,18-74,0,0,Code 9 Non-AWI
2021-10-01,S08000026,75plus,52,2,All Delay Reasons
2021-10-01,S08000026,75plus,52,2,Health and Social Care Reasons
2021-10-01,S08000026,75plus,0,0,Patient and Family Related Reasons
2021-10-01,S08000026,75plus,0,0,Code 9 AWI
2021-10-01,S08000026,75plus,0,0,Code 9 Non-AWI
2021-10-01,S08000028,18plus,481,16,All Delay Reasons
2021-10-01,S08000028,18plus,417,13,Health and Social Care Reasons
2021-10-01,S08000028,18plus,0,0,Patient and Family Related Reasons
2021-10-01,S08000028,18plus,0,0,Code 9 AWI
2021-10-01,S08000028,18plus,64,2,Code 9 Non-AWI
2021-10-01,S08000028,18-74,90,3,All Delay Reasons
2021-10-01,S08000028,18-74,90,3,Health and Social Care Reasons
2021-10-01,S08000028,18-74,0,0,Patient and Family Related Reasons
2021-10-01,S08000028,18-74,0,0,Code 9 AWI
2021-10-01,S08000028,18-74,0,0,Code 9 Non-AWI
2021-10-01,S08000028,75plus,391,13,All Delay Reasons
2021-10-01,S08000028,75plus,327,11,Health and Social Care Reasons
2021-10-01,S08000028,75plus,0,0,Patient and Family Related Reasons
2021-10-01,S08000028,75plus,0,0,Code 9 AWI
2021-10-01,S08000028,75plus,64,2,Code 9 Non-AWI
2021-10-01,S08000029,18plus,4043,130,All Delay Reasons
2021-10-01,S08000029,18plus,3092,100,Health and Social Care Reasons
2021-10-01,S08000029,18plus,0,0,Patient and Family Related Reasons
2021-10-01,S08000029,18plus,583,19,Code 9 AWI
2021-10-01,S08000029,18plus,368,12,Code 9 Non-AWI
2021-10-01,S08000029,18-74,1429,46,All Delay Reasons
2021-10-01,S08000029,18-74,969,31,Health and Social Care Reasons
2021-10-01,S08000029,18-74,0,0,Patient and Family Related Reasons
2021-10-01,S08000029,18-74,124,4,Code 9 AWI
2021-10-01,S08000029,18-74,336,11,Code 9 Non-AWI
2021-10-01,S08000029,75plus,2614,84,All Delay Reasons
2021-10-01,S08000029,75plus,2123,68,Health and Social Care Reasons
2021-10-01,S08000029,75plus,0,0,Patient and Family Related Reasons
2021-10-01,S08000029,75plus,459,15,Code 9 AWI
2021-10-01,S08000029,75plus,32,1,Code 9 Non-AWI
2021-10-01,S08000030,18plus,4051,131,All Delay Reasons
2021-10-01,S08000030,18plus,2526,81,Health and Social Care Reasons
2021-10-01,S08000030,18plus,208,7,Patient and Family Related Reasons
2021-10-01,S08000030,18plus,457,15,Code 9 AWI
2021-10-01,S08000030,18plus,860,28,Code 9 Non-AWI
2021-10-01,S08000030,18-74,1738,56,All Delay Reasons
2021-10-01,S08000030,18-74,800,26,Health and Social Care Reasons
2021-10-01,S08000030,18-74,13,0,Patient and Family Related Reasons
2021-10-01,S08000030,18-74,160,5,Code 9 AWI
2021-10-01,S08000030,18-74,765,25,Code 9 Non-AWI
2021-10-01,S08000030,75plus,2313,75,All Delay Reasons
2021-10-01,S08000030,75plus,1726,56,Health and Social Care Reasons
2021-10-01,S08000030,75plus,195,6,Patient and Family Related Reasons
2021-10-01,S08000030,75plus,297,10,Code 9 AWI
2021-10-01,S08000030,75plus,95,3,Code 9 Non-AWI
2021-10-01,S08000031,18plus,10017,323,All Delay Reasons
2021-10-01,S08000031,18plus,5972,193,Health and Social Care Reasons
2021-10-01,S08000031,18plus,312,10,Patient and Family Related Reasons
2021-10-01,S08000031,18plus,2914,94,Code 9 AWI
2021-10-01,S08000031,18plus,819,26,Code 9 Non-AWI
2021-10-01,S08000031,18-74,4405,142,All Delay Reasons
2021-10-01,S08000031,18-74,2252,73,Health and Social Care Reasons
2021-10-01,S08000031,18-74,171,6,Patient and Family Related Reasons
2021-10-01,S08000031,18-74,1300,42,Code 9 AWI
2021-10-01,S08000031,18-74,682,22,Code 9 Non-AWI
2021-10-01,S08000031,75plus,5612,181,All Delay Reasons
2021-10-01,S08000031,75plus,3720,120,Health and Social Care Reasons
2021-10-01,S08000031,75plus,141,5,Patient and Family Related Reasons
2021-10-01,S08000031,75plus,1614,52,Code 9 AWI
2021-10-01,S08000031,75plus,137,4,Code 9 Non-AWI
2021-10-01,S08000032,18plus,4612,149,All Delay Reasons
2021-10-01,S08000032,18plus,3721,120,Health and Social Care Reasons
2021-10-01,S08000032,18plus,30,1,Patient and Family Related Reasons
2021-10-01,S08000032,18plus,730,24,Code 9 AWI
2021-10-01,S08000032,18plus,131,4,Code 9 Non-AWI
2021-10-01,S08000032,18-74,1677,54,All Delay Reasons
2021-10-01,S08000032,18-74,1316,42,Health and Social Care Reasons
2021-10-01,S08000032,18-74,13,0,Patient and Family Related Reasons
2021-10-01,S08000032,18-74,273,9,Code 9 AWI
2021-10-01,S08000032,18-74,75,2,Code 9 Non-AWI
2021-10-01,S08000032,75plus,2935,95,All Delay Reasons
2021-10-01,S08000032,75plus,2405,78,Health and Social Care Reasons
2021-10-01,S08000032,75plus,17,1,Patient and Family Related Reasons
2021-10-01,S08000032,75plus,457,15,Code 9 AWI
2021-10-01,S08000032,75plus,56,2,Code 9 Non-AWI
2021-10-01,S92000003,18plus,50185,1619,All Delay Reasons
2021-10-01,S92000003,18plus,36159,1166,Health and Social Care Reasons
2021-10-01,S92000003,18plus,1237,40,Patient and Family Related Reasons
2021-10-01,S92000003,18plus,8623,278,Code 9 AWI
2021-10-01,S92000003,18plus,4166,134,Code 9 Non-AWI
2021-10-01,S92000003,18-74,17277,557,All Delay Reasons
2021-10-01,S92000003,18-74,11355,366,Health and Social Care Reasons
2021-10-01,S92000003,18-74,384,12,Patient and Family Related Reasons
2021-10-01,S92000003,18-74,2899,94,Code 9 AWI
2021-10-01,S92000003,18-74,2639,85,Code 9 Non-AWI
2021-10-01,S92000003,75plus,32908,1062,All Delay Reasons
2021-10-01,S92000003,75plus,24804,800,Health and Social Care Reasons
2021-10-01,S92000003,75plus,853,28,Patient and Family Related Reasons
2021-10-01,S92000003,75plus,5724,185,Code 9 AWI
2021-10-01,S92000003,75plus,1527,49,Code 9 Non-AWI
2021-11-01,S08000015,18plus,4178,139,All Delay Reasons
2021-11-01,S08000015,18plus,2692,90,Health and Social Care Reasons
2021-11-01,S08000015,18plus,30,1,Patient and Family Related Reasons
2021-11-01,S08000015,18plus,715,24,Code 9 AWI
2021-11-01,S08000015,18plus,741,25,Code 9 Non-AWI
2021-11-01,S08000015,18-74,1269,42,All Delay Reasons
2021-11-01,S08000015,18-74,639,21,Health and Social Care Reasons
2021-11-01,S08000015,18-74,0,0,Patient and Family Related Reasons
2021-11-01,S08000015,18-74,241,8,Code 9 AWI
2021-11-01,S08000015,18-74,389,13,Code 9 Non-AWI
2021-11-01,S08000015,75plus,2909,97,All Delay Reasons
2021-11-01,S08000015,75plus,2053,68,Health and Social Care Reasons
2021-11-01,S08000015,75plus,30,1,Patient and Family Related Reasons
2021-11-01,S08000015,75plus,474,16,Code 9 AWI
2021-11-01,S08000015,75plus,352,12,Code 9 Non-AWI
2021-11-01,S08000016,18plus,1517,51,All Delay Reasons
2021-11-01,S08000016,18plus,1324,44,Health and Social Care Reasons
2021-11-01,S08000016,18plus,18,1,Patient and Family Related Reasons
2021-11-01,S08000016,18plus,120,4,Code 9 AWI
2021-11-01,S08000016,18plus,55,2,Code 9 Non-AWI
2021-11-01,S08000016,18-74,278,9,All Delay Reasons
2021-11-01,S08000016,18-74,242,8,Health and Social Care Reasons
2021-11-01,S08000016,18-74,6,0,Patient and Family Related Reasons
2021-11-01,S08000016,18-74,30,1,Code 9 AWI
2021-11-01,S08000016,18-74,0,0,Code 9 Non-AWI
2021-11-01,S08000016,75plus,1239,41,All Delay Reasons
2021-11-01,S08000016,75plus,1082,36,Health and Social Care Reasons
2021-11-01,S08000016,75plus,12,0,Patient and Family Related Reasons
2021-11-01,S08000016,75plus,90,3,Code 9 AWI
2021-11-01,S08000016,75plus,55,2,Code 9 Non-AWI
2021-11-01,S08000017,18plus,2263,75,All Delay Reasons
2021-11-01,S08000017,18plus,1788,60,Health and Social Care Reasons
2021-11-01,S08000017,18plus,26,1,Patient and Family Related Reasons
2021-11-01,S08000017,18plus,364,12,Code 9 AWI
2021-11-01,S08000017,18plus,85,3,Code 9 Non-AWI
2021-11-01,S08000017,18-74,698,23,All Delay Reasons
2021-11-01,S08000017,18-74,531,18,Health and Social Care Reasons
2021-11-01,S08000017,18-74,4,0,Patient and Family Related Reasons
2021-11-01,S08000017,18-74,107,4,Code 9 AWI
2021-11-01,S08000017,18-74,56,2,Code 9 Non-AWI
2021-11-01,S08000017,75plus,1565,52,All Delay Reasons
2021-11-01,S08000017,75plus,1257,42,Health and Social Care Reasons
2021-11-01,S08000017,75plus,22,1,Patient and Family Related Reasons
2021-11-01,S08000017,75plus,257,9,Code 9 AWI
2021-11-01,S08000017,75plus,29,1,Code 9 Non-AWI
2021-11-01,S08000019,18plus,3380,113,All Delay Reasons
2021-11-01,S08000019,18plus,2347,78,Health and Social Care Reasons
2021-11-01,S08000019,18plus,108,4,Patient and Family Related Reasons
2021-11-01,S08000019,18plus,753,25,Code 9 AWI
2021-11-01,S08000019,18plus,172,6,Code 9 Non-AWI
2021-11-01,S08000019,18-74,873,29,All Delay Reasons
2021-11-01,S08000019,18-74,592,20,Health and Social Care Reasons
2021-11-01,S08000019,18-74,33,1,Patient and Family Related Reasons
2021-11-01,S08000019,18-74,147,5,Code 9 AWI
2021-11-01,S08000019,18-74,101,3,Code 9 Non-AWI
2021-11-01,S08000019,75plus,2507,84,All Delay Reasons
2021-11-01,S08000019,75plus,1755,59,Health and Social Care Reasons
2021-11-01,S08000019,75plus,75,3,Patient and Family Related Reasons
2021-11-01,S08000019,75plus,606,20,Code 9 AWI
2021-11-01,S08000019,75plus,71,2,Code 9 Non-AWI
2021-11-01,S08000020,18plus,1978,66,All Delay Reasons
2021-11-01,S08000020,18plus,1285,43,Health and Social Care Reasons
2021-11-01,S08000020,18plus,27,1,Patient and Family Related Reasons
2021-11-01,S08000020,18plus,527,18,Code 9 AWI
2021-11-01,S08000020,18plus,139,5,Code 9 Non-AWI
2021-11-01,S08000020,18-74,592,20,All Delay Reasons
2021-11-01,S08000020,18-74,432,14,Health and Social Care Reasons
2021-11-01,S08000020,18-74,26,1,Patient and Family Related Reasons
2021-11-01,S08000020,18-74,119,4,Code 9 AWI
2021-11-01,S08000020,18-74,15,1,Code 9 Non-AWI
2021-11-01,S08000020,75plus,1386,46,All Delay Reasons
2021-11-01,S08000020,75plus,853,28,Health and Social Care Reasons
2021-11-01,S08000020,75plus,1,0,Patient and Family Related Reasons
2021-11-01,S08000020,75plus,408,14,Code 9 AWI
2021-11-01,S08000020,75plus,124,4,Code 9 Non-AWI
2021-11-01,S08000022,18plus,3533,118,All Delay Reasons
2021-11-01,S08000022,18plus,2668,89,Health and Social Care Reasons
2021-11-01,S08000022,18plus,97,3,Patient and Family Related Reasons
2021-11-01,S08000022,18plus,669,22,Code 9 AWI
2021-11-01,S08000022,18plus,99,3,Code 9 Non-AWI
2021-11-01,S08000022,18-74,1002,33,All Delay Reasons
2021-11-01,S08000022,18-74,820,27,Health and Social Care Reasons
2021-11-01,S08000022,18-74,0,0,Patient and Family Related Reasons
2021-11-01,S08000022,18-74,119,4,Code 9 AWI
2021-11-01,S08000022,18-74,63,2,Code 9 Non-AWI
2021-11-01,S08000022,75plus,2531,84,All Delay Reasons
2021-11-01,S08000022,75plus,1848,62,Health and Social Care Reasons
2021-11-01,S08000022,75plus,97,3,Patient and Family Related Reasons
2021-11-01,S08000022,75plus,550,18,Code 9 AWI
2021-11-01,S08000022,75plus,36,1,Code 9 Non-AWI
2021-11-01,S08000024,18plus,8572,286,All Delay Reasons
2021-11-01,S08000024,18plus,7167,239,Health and Social Care Reasons
2021-11-01,S08000024,18plus,529,18,Patient and Family Related Reasons
2021-11-01,S08000024,18plus,785,26,Code 9 AWI
2021-11-01,S08000024,18plus,91,3,Code 9 Non-AWI
2021-11-01,S08000024,18-74,2780,93,All Delay Reasons
2021-11-01,S08000024,18-74,2410,80,Health and Social Care Reasons
2021-11-01,S08000024,18-74,111,4,Patient and Family Related Reasons
2021-11-01,S08000024,18-74,259,9,Code 9 AWI
2021-11-01,S08000024,18-74,0,0,Code 9 Non-AWI
2021-11-01,S08000024,75plus,5792,193,All Delay Reasons
2021-11-01,S08000024,75plus,4757,159,Health and Social Care Reasons
2021-11-01,S08000024,75plus,418,14,Patient and Family Related Reasons
2021-11-01,S08000024,75plus,526,18,Code 9 AWI
2021-11-01,S08000024,75plus,91,3,Code 9 Non-AWI
2021-11-01,S08000025,18plus,79,3,All Delay Reasons
2021-11-01,S08000025,18plus,79,3,Health and Social Care Reasons
2021-11-01,S08000025,18plus,0,0,Patient and Family Related Reasons
2021-11-01,S08000025,18plus,0,0,Code 9 AWI
2021-11-01,S08000025,18plus,0,0,Code 9 Non-AWI
2021-11-01,S08000025,18-74,15,1,All Delay Reasons
2021-11-01,S08000025,18-74,15,1,Health and Social Care Reasons
2021-11-01,S08000025,18-74,0,0,Patient and Family Related Reasons
2021-11-01,S08000025,18-74,0,0,Code 9 AWI
2021-11-01,S08000025,18-74,0,0,Code 9 Non-AWI
2021-11-01,S08000025,75plus,64,2,All Delay Reasons
2021-11-01,S08000025,75plus,64,2,Health and Social Care Reasons
2021-11-01,S08000025,75plus,0,0,Patient and Family Related Reasons
2021-11-01,S08000025,75plus,0,0,Code 9 AWI
2021-11-01,S08000025,75plus,0,0,Code 9 Non-AWI
2021-11-01,S08000026,18plus,87,3,All Delay Reasons
2021-11-01,S08000026,18plus,87,3,Health and Social Care Reasons
2021-11-01,S08000026,18plus,0,0,Patient and Family Related Reasons
2021-11-01,S08000026,18plus,0,0,Code 9 AWI
2021-11-01,S08000026,18plus,0,0,Code 9 Non-AWI
2021-11-01,S08000026,18-74,7,0,All Delay Reasons
2021-11-01,S08000026,18-74,7,0,Health and Social Care Reasons
2021-11-01,S08000026,18-74,0,0,Patient and Family Related Reasons
2021-11-01,S08000026,18-74,0,0,Code 9 AWI
2021-11-01,S08000026,18-74,0,0,Code 9 Non-AWI
2021-11-01,S08000026,75plus,80,3,All Delay Reasons
2021-11-01,S08000026,75plus,80,3,Health and Social Care Reasons
2021-11-01,S08000026,75plus,0,0,Patient and Family Related Reasons
2021-11-01,S08000026,75plus,0,0,Code 9 AWI
2021-11-01,S08000026,75plus,0,0,Code 9 Non-AWI
2021-11-01,S08000028,18plus,657,22,All Delay Reasons
2021-11-01,S08000028,18plus,422,14,Health and Social Care Reasons
2021-11-01,S08000028,18plus,0,0,Patient and Family Related Reasons
2021-11-01,S08000028,18plus,30,1,Code 9 AWI
2021-11-01,S08000028,18plus,205,7,Code 9 Non-AWI
2021-11-01,S08000028,18-74,82,3,All Delay Reasons
2021-11-01,S08000028,18-74,53,2,Health and Social Care Reasons
2021-11-01,S08000028,18-74,0,0,Patient and Family Related Reasons
2021-11-01,S08000028,18-74,0,0,Code 9 AWI
2021-11-01,S08000028,18-74,29,1,Code 9 Non-AWI
2021-11-01,S08000028,75plus,575,19,All Delay Reasons
2021-11-01,S08000028,75plus,369,12,Health and Social Care Reasons
2021-11-01,S08000028,75plus,0,0,Patient and Family Related Reasons
2021-11-01,S08000028,75plus,30,1,Code 9 AWI
2021-11-01,S08000028,75plus,176,6,Code 9 Non-AWI
2021-11-01,S08000029,18plus,3833,128,All Delay Reasons
2021-11-01,S08000029,18plus,2967,99,Health and Social Care Reasons
2021-11-01,S08000029,18plus,34,1,Patient and Family Related Reasons
2021-11-01,S08000029,18plus,678,23,Code 9 AWI
2021-11-01,S08000029,18plus,154,5,Code 9 Non-AWI
2021-11-01,S08000029,18-74,1038,35,All Delay Reasons
2021-11-01,S08000029,18-74,736,25,Health and Social Care Reasons
2021-11-01,S08000029,18-74,0,0,Patient and Family Related Reasons
2021-11-01,S08000029,18-74,226,8,Code 9 AWI
2021-11-01,S08000029,18-74,76,3,Code 9 Non-AWI
2021-11-01,S08000029,75plus,2795,93,All Delay Reasons
2021-11-01,S08000029,75plus,2231,74,Health and Social Care Reasons
2021-11-01,S08000029,75plus,34,1,Patient and Family Related Reasons
2021-11-01,S08000029,75plus,452,15,Code 9 AWI
2021-11-01,S08000029,75plus,78,3,Code 9 Non-AWI
2021-11-01,S08000030,18plus,3811,127,All Delay Reasons
2021-11-01,S08000030,18plus,2260,75,Health and Social Care Reasons
2021-11-01,S08000030,18plus,179,6,Patient and Family Related Reasons
2021-11-01,S08000030,18plus,426,14,Code 9 AWI
2021-11-01,S08000030,18plus,946,32,Code 9 Non-AWI
2021-11-01,S08000030,18-74,1615,54,All Delay Reasons
2021-11-01,S08000030,18-74,654,22,Health and Social Care Reasons
2021-11-01,S08000030,18-74,0,0,Patient and Family Related Reasons
2021-11-01,S08000030,18-74,174,6,Code 9 AWI
2021-11-01,S08000030,18-74,787,26,Code 9 Non-AWI
2021-11-01,S08000030,75plus,2196,73,All Delay Reasons
2021-11-01,S08000030,75plus,1606,54,Health and Social Care Reasons
2021-11-01,S08000030,75plus,179,6,Patient and Family Related Reasons
2021-11-01,S08000030,75plus,252,8,Code 9 AWI
2021-11-01,S08000030,75plus,159,5,Code 9 Non-AWI
2021-11-01,S08000031,18plus,8680,289,All Delay Reasons
2021-11-01,S08000031,18plus,4993,166,Health and Social Care Reasons
2021-11-01,S08000031,18plus,179,6,Patient and Family Related Reasons
2021-11-01,S08000031,18plus,2595,87,Code 9 AWI
2021-11-01,S08000031,18plus,913,30,Code 9 Non-AWI
2021-11-01,S08000031,18-74,3929,131,All Delay Reasons
2021-11-01,S08000031,18-74,1979,66,Health and Social Care Reasons
